chr22:24587217-24588117,900,[-58],[276],[4.13046]
chr22:33217035-33217935,900,[],[],[]
chr22:50024197-50025097,900,[],[],[]
chr22:33224735-33225635,900,[73],[4679],[4.26554]
chr22:38748619-38749519,900,[322],[358],[2.51268]
chr22:22632432-22633332,900,[],[],[]
chr22:47363366-47364266,900,[],[],[]
chr22:30083774-30084674,900,[],[],[]
chr22:31635235-31636135,900,[],[],[]
chr22:43076356-43077256,900,[-266, 145],[358, 236],[3.83098, 2.51268]
chr22:37681490-37682390,900,[-2078],[4207],[20.38697]
chr22:33238162-33239062,900,[],[],[]
chr22:29581730-29582630,900,[],[],[]
chr22:39592754-39593654,900,[],[],[]
chr22:22629532-22630432,900,[],[],[]
chr22:33221030-33221930,900,[-289],[485],[3.35024]
chr22:26980513-26981413,900,[],[],[]
chr22:26979116-26980016,900,[],[],[]
chr22:47563053-47563953,900,[],[],[]
chr22:32740636-32741536,900,[],[],[]
chr22:43081555-43082455,900,[1630],[4677],[16.34896]
chr22:33199926-33200826,900,[-1139],[6243],[21.15301]
chr22:19084538-19085438,900,[389],[1222],[7.32864]
chr22:45541556-45542456,900,[],[],[]
chr22:45537130-45538030,900,[],[],[]
chr22:25762190-25763090,900,[-521, 54],[411, 253],[2.93265, 2.90853]
chr22:46006382-46007282,900,[],[],[]
chr22:24170143-24171043,900,[],[],[]
chr22:28298037-28298937,900,[],[],[]
chr22:38704054-38704954,900,[143, 1638],[252, 2521],[2.68571, 6.82423]
chr22:43074455-43075355,900,[],[],[]
chr22:28270658-28271558,900,[],[],[]
chr22:29593598-29594498,900,[],[],[]
chr22:33200863-33201763,900,[-2076],[6243],[21.15301]
chr22:31707235-31708135,900,[],[],[]
chr22:27189794-27190694,900,[],[],[]
chr22:38704668-38705568,900,[-471, 1024],[252, 2521],[2.68571, 6.82423]
chr22:36771895-36772795,900,[-1807],[12468],[22.58424]
chr22:30430635-30431535,900,[],[],[]
chr22:38767054-38767954,900,[],[],[]
chr22:50024297-50025197,900,[],[],[]
chr22:24753734-24754634,900,[],[],[]
chr22:50346697-50347597,900,[-1265],[11718],[44.23819]
chr22:36615695-36616595,900,[551],[700],[2.69378]
chr22:36615895-36616795,900,[351],[700],[2.69378]
chr22:20086072-20086972,900,[],[],[]
chr22:33230236-33231136,900,[-54],[421],[2.74872]
chr22:44399280-44400180,900,[],[],[]
chr22:33214283-33215183,900,[-96],[1255],[4.39719]
chr22:38703115-38704015,900,[-545],[329],[2.87336]
chr22:43296255-43297155,900,[],[],[]
chr22:33234136-33235036,900,[27],[328],[2.25632]
chr22:38175356-38176256,900,[],[],[]
chr22:39599384-39600284,900,[],[],[]
chr22:38768383-38769283,900,[],[],[]
chr22:42232802-42233702,900,[],[],[]
chr22:32693236-32694136,900,[],[],[]
chr22:49996297-49997197,900,[],[],[]
chr22:47124400-47125300,900,[],[],[]
chr22:30708938-30709838,900,[-3418, 425],[6866, 273],[19.59693, 5.44414]
chr22:28260837-28261737,900,[],[],[]
chr22:31707335-31708235,900,[],[],[]
chr22:33236688-33237588,900,[-455, 237],[656, 210],[3.68443, 2.70525]
chr22:42433256-42434156,900,[],[],[]
chr22:39602200-39603100,900,[],[],[]
chr22:28299592-28300492,900,[],[],[]
chr22:22262583-22263483,900,[],[],[]
chr22:33236303-33237203,900,[-70],[656],[3.68443]
chr22:30664837-30665737,900,[],[],[]
chr22:39601155-39602055,900,[],[],[]
chr22:43549732-43550632,900,[769],[1876],[7.0285]
chr22:24501513-24502413,900,[41],[313],[2.33461]
chr22:36731694-36732594,900,[-5244],[17914],[20.37545]
chr22:31571036-31571936,900,[],[],[]
chr22:45985489-45986389,900,[],[],[]
chr22:50270690-50271590,900,[],[],[]
chr22:36854696-36855596,900,[-1038],[1745],[7.10924]
chr22:45989429-45990329,900,[],[],[]
chr22:38677555-38678455,900,[1238],[2389],[9.00376]
chr22:32705643-32706543,900,[],[],[]
chr22:31635835-31636735,900,[313],[443],[4.60245]
chr22:42768955-42769855,900,[],[],[]
chr22:30708038-30708938,900,[-2518],[6866],[19.59693]
chr22:43077855-43078755,900,[1264],[2745],[6.93808]
chr22:18234978-18235878,900,[],[],[]
chr22:42769955-42770855,900,[1565],[3624],[13.61034]
chr22:41135079-41135979,900,[],[],[]
chr22:31637735-31638635,900,[-344],[210],[2.61814]
chr22:45964929-45965829,900,[],[],[]
chr22:27191812-27192712,900,[],[],[]
chr22:33246700-33247600,900,[192],[4110],[10.07646]
chr22:29201937-29202837,900,[],[],[]
chr22:39088055-39088955,900,[],[],[]
chr22:24795817-24796717,900,[1103],[2582],[8.97925]
chr22:33219282-33220182,900,[],[],[]
chr22:50030386-50031286,900,[],[],[]
