chr2:102725828-102727128,1300,[527],[3259],[6.70352]
chr2:103104352-103105652,1300,[-536],[2371],[8.24269]
chr2:128649413-128650713,1300,[],[],[]
chr2:158251113-158252413,1300,[617],[1553],[5.74109]
chr2:160095958-160097258,1300,[],[],[]
chr2:160098210-160099510,1300,[],[],[]
chr2:172619367-172620667,1300,[],[],[]
chr2:173314471-173315771,1300,[-780],[500],[4.2896]
chr2:187389217-187390517,1300,[],[],[]
chr2:191812375-191813675,1300,[-375],[2568],[6.27176]
chr2:201287940-201289240,1300,[],[],[]
chr2:20407348-20408648,1300,[2370],[10374],[24.19481]
chr2:20752518-20753818,1300,[],[],[]
chr2:207979418-207980718,1300,[],[],[]
chr2:237481098-237482398,1300,[-3037],[7085],[21.91535]
chr2:23900187-23901487,1300,[],[],[]
chr2:238015023-238016323,1300,[],[],[]
chr2:238692504-238693804,1300,[],[],[]
chr2:238698710-238700010,1300,[],[],[]
chr2:238808085-238809385,1300,[-1164],[3301],[9.57862]
chr2:238809064-238810364,1300,[-2143],[3301],[9.57862]
chr2:240751761-240753061,1300,[],[],[]
chr2:24322474-24323774,1300,[],[],[]
chr2:242700700-242702000,1300,[792],[1024],[4.0215]
chr2:242701607-242702907,1300,[-115, 896],[1024, 496],[4.0215, 2.25555]
chr2:242701891-242703191,1300,[-399, 612],[1024, 496],[4.0215, 2.25555]
chr2:28651995-28653295,1300,[],[],[]
chr2:39339055-39340355,1300,[],[],[]
chr2:40765250-40766550,1300,[],[],[]
chr2:42565384-42566684,1300,[],[],[]
chr2:44575794-44577094,1300,[-625],[1297],[4.46879]
chr2:46823689-46824989,1300,[],[],[]
chr2:46855636-46856936,1300,[],[],[]
chr2:54328382-54329682,1300,[],[],[]
chr2:62384362-62385662,1300,[],[],[]
chr2:65326762-65328062,1300,[],[],[]
chr2:66803509-66804809,1300,[2509],[10129],[18.04345]
chr2:69886531-69887831,1300,[],[],[]
chr2:72393265-72394565,1300,[],[],[]
chr2:74928742-74930042,1300,[691],[428],[2.0505]
chr2:74937558-74938858,1300,[],[],[]
chr2:91753672-91754972,1300,[],[],[]
chr2:95702303-95703603,1300,[],[],[]
chr2:91760458-91761758,1300,[],[],[]
chr2:91760523-91761823,1300,[],[],[]
chr2:3507846-3509146,1300,[],[],[]
chr2:11325475-11326775,1300,[],[],[]
chr2:11326275-11327575,1300,[],[],[]
chr2:13661487-13662787,1300,[809],[4282],[28.36731]
chr2:14811785-14813085,1300,[],[],[]
chr2:15311129-15312429,1300,[],[],[]
chr2:20406410-20407710,1300,[3308],[10374],[24.19481]
chr2:20411020-20412320,1300,[-1302],[10374],[24.19481]
chr2:20413244-20414544,1300,[-3526],[10374],[24.19481]
chr2:20415620-20416920,1300,[-333, 1383],[592, 2396],[3.7869, 3.56414]
chr2:20471115-20472415,1300,[],[],[]
chr2:20799922-20801222,1300,[-4167, 408],[7950, 460],[12.83685, 4.24184]
chr2:20809309-20810609,1300,[-426, 5432],[291, 10811],[3.56414, 20.53647]
chr2:20811109-20812409,1300,[3632],[10811],[20.53647]
chr2:23933619-23934919,1300,[],[],[]
chr2:26282628-26283928,1300,[],[],[]
chr2:26286039-26287339,1300,[],[],[]
chr2:26289718-26291018,1300,[55, 1411],[347, 1809],[2.4769, 4.0692]
chr2:28540617-28541917,1300,[113],[998],[4.25515]
chr2:28542516-28543816,1300,[],[],[]
chr2:28544226-28545526,1300,[-678],[275],[2.82833]
chr2:28554916-28556216,1300,[],[],[]
chr2:29173494-29174794,1300,[901],[2062],[6.82089]
chr2:30822489-30823789,1300,[],[],[]
chr2:31003092-31004392,1300,[],[],[]
chr2:32060618-32061918,1300,[],[],[]
chr2:33139541-33140841,1300,[],[],[]
chr2:36766397-36767697,1300,[-36],[440],[3.60959]
chr2:38413191-38414491,1300,[-336],[6036],[9.99639]
chr2:39705097-39706397,1300,[321],[452],[2.66622]
chr2:39707090-39708390,1300,[],[],[]
chr2:39709690-39710990,1300,[],[],[]
chr2:39710290-39711590,1300,[],[],[]
chr2:39711490-39712790,1300,[],[],[]
chr2:39713490-39714790,1300,[],[],[]
chr2:39717590-39718890,1300,[948],[2593],[17.84061]
chr2:39720290-39721590,1300,[-1752, 695],[2593, 408],[17.84061, 2.681]
chr2:39722793-39724093,1300,[1065],[1471],[6.46]
chr2:39725990-39727290,1300,[955],[2698],[6.23724]
chr2:42566629-42567929,1300,[],[],[]
chr2:42567789-42569089,1300,[],[],[]
chr2:43293287-43294587,1300,[],[],[]
chr2:44576589-44577889,1300,[1493],[2106],[5.91162]
chr2:46527288-46528588,1300,[-1677],[5940],[35.94163]
chr2:46577288-46578588,1300,[947],[3354],[7.38182]
chr2:46857742-46859042,1300,[],[],[]
chr2:46860327-46861627,1300,[],[],[]
chr2:46868176-46869476,1300,[],[],[]
chr2:46868905-46870205,1300,[],[],[]
chr2:46869342-46870642,1300,[],[],[]
chr2:46878892-46880192,1300,[],[],[]
chr2:46881387-46882687,1300,[],[],[]
chr2:46882289-46883589,1300,[],[],[]
chr2:48813037-48814337,1300,[],[],[]
chr2:48831161-48832461,1300,[],[],[]
chr2:54327588-54328888,1300,[-492],[378],[2.29998]
chr2:54329087-54330387,1300,[],[],[]
chr2:54332386-54333686,1300,[],[],[]
