chr2:102729578-102730778,1200,[128],[806],[3.16571]
chr2:103108102-103109302,1200,[],[],[]
chr2:128653163-128654363,1200,[],[],[]
chr2:158254863-158256063,1200,[],[],[]
chr2:160099708-160100908,1200,[],[],[]
chr2:160101960-160103160,1200,[],[],[]
chr2:172623117-172624317,1200,[],[],[]
chr2:173318221-173319421,1200,[-1481, -146, 1475],[2054, 260, 2633],[6.22079, 2.40143, 4.00101]
chr2:187392967-187394167,1200,[],[],[]
chr2:191816125-191817325,1200,[],[],[]
chr2:201291690-201292890,1200,[],[],[]
chr2:20411098-20412298,1200,[-1206],[11609],[5.2954]
chr2:20756268-20757468,1200,[],[],[]
chr2:207983168-207984368,1200,[],[],[]
chr2:237484848-237486048,1200,[1288],[4234],[4.10912]
chr2:23903937-23905137,1200,[],[],[]
chr2:238018773-238019973,1200,[],[],[]
chr2:238696254-238697454,1200,[],[],[]
chr2:238702460-238703660,1200,[],[],[]
chr2:238811835-238813035,1200,[],[],[]
chr2:238812814-238814014,1200,[186, 832],[440, 678],[2.50333, 2.90072]
chr2:240755511-240756711,1200,[],[],[]
chr2:24326224-24327424,1200,[],[],[]
chr2:242704450-242705650,1200,[-849],[771],[2.82986]
chr2:242705357-242706557,1200,[],[],[]
chr2:242705641-242706841,1200,[],[],[]
chr2:28655745-28656945,1200,[],[],[]
chr2:39342805-39344005,1200,[-717, 1449],[303, 3578],[1.80045, 5.89361]
chr2:40769000-40770200,1200,[],[],[]
chr2:42569134-42570334,1200,[335],[1838],[7.61885]
chr2:44579544-44580744,1200,[-1475, 200],[2219, 624],[2.85787, 3.31832]
chr2:46827439-46828639,1200,[],[],[]
chr2:46859386-46860586,1200,[111],[584],[2.04702]
chr2:54332132-54333332,1200,[],[],[]
chr2:62388112-62389312,1200,[],[],[]
chr2:65330512-65331712,1200,[-535],[1947],[4.67137]
chr2:66807259-66808459,1200,[912],[1217],[4.21725]
chr2:69890281-69891481,1200,[],[],[]
chr2:72397015-72398215,1200,[],[],[]
chr2:74932492-74933692,1200,[],[],[]
chr2:74941308-74942508,1200,[754],[1627],[5.2106]
chr2:91757422-91758622,1200,[],[],[]
chr2:95706053-95707253,1200,[-514],[837],[3.67654]
chr2:91764208-91765408,1200,[],[],[]
chr2:91764273-91765473,1200,[],[],[]
chr2:3511596-3512796,1200,[],[],[]
chr2:11329225-11330425,1200,[],[],[]
chr2:11330025-11331225,1200,[],[],[]
chr2:13665237-13666437,1200,[],[],[]
chr2:14815535-14816735,1200,[],[],[]
chr2:15314879-15316079,1200,[],[],[]
chr2:20410160-20411360,1200,[-268],[11609],[5.2954]
chr2:20414770-20415970,1200,[-4878],[11609],[5.2954]
chr2:20416994-20418194,1200,[-556, 221],[381, 980],[2.50045, 2.14007]
chr2:20419370-20420570,1200,[-1011],[891],[2.32616]
chr2:20474865-20476065,1200,[],[],[]
chr2:20803672-20804872,1200,[91],[851],[3.27913]
chr2:20813059-20814259,1200,[3049],[8475],[6.6444]
chr2:20814859-20816059,1200,[1249],[8475],[6.6444]
chr2:23937369-23938569,1200,[],[],[]
chr2:26286378-26287578,1200,[420],[1720],[3.44553]
chr2:26289789-26290989,1200,[4558],[9959],[6.27695]
chr2:26293468-26294668,1200,[879],[9959],[6.27695]
chr2:28544367-28545567,1200,[-556, 261],[550, 365],[2.4871, 2.20055]
chr2:28546266-28547466,1200,[-821],[546],[2.906]
chr2:28547976-28549176,1200,[1700],[3770],[5.08233]
chr2:28558666-28559866,1200,[523],[308],[2.12299]
chr2:29177244-29178444,1200,[],[],[]
chr2:30826239-30827439,1200,[],[],[]
chr2:31006842-31008042,1200,[],[],[]
chr2:32064368-32065568,1200,[],[],[]
chr2:33143291-33144491,1200,[],[],[]
chr2:36770147-36771347,1200,[],[],[]
chr2:38416941-38418141,1200,[347],[549],[2.91588]
chr2:39708847-39710047,1200,[-266],[848],[2.15439]
chr2:39710840-39712040,1200,[-496, 784],[1482, 556],[5.07109, 2.60064]
chr2:39713440-39714640,1200,[1348],[1661],[4.01049]
chr2:39714040-39715240,1200,[748],[1661],[4.01049]
chr2:39715240-39716440,1200,[-452],[1661],[4.01049]
chr2:39717240-39718440,1200,[],[],[]
chr2:39721340-39722540,1200,[134],[1247],[4.95261]
chr2:39724040-39725240,1200,[-532],[1086],[2.90072]
chr2:39726543-39727743,1200,[265],[2936],[5.2954]
chr2:39729740-39730940,1200,[305],[527],[3.80942]
chr2:42570379-42571579,1200,[-910],[1838],[7.61885]
chr2:42571539-42572739,1200,[],[],[]
chr2:43297037-43298237,1200,[80],[1231],[4.40007]
chr2:44580339-44581539,1200,[-595],[624],[3.31832]
chr2:46531038-46532238,1200,[2017],[7217],[5.83927]
chr2:46581038-46582238,1200,[125],[2279],[3.29492]
chr2:46861492-46862692,1200,[],[],[]
chr2:46864077-46865277,1200,[],[],[]
chr2:46871926-46873126,1200,[331],[2474],[3.44272]
chr2:46872655-46873855,1200,[-398],[2474],[3.44272]
chr2:46873092-46874292,1200,[-835],[2474],[3.44272]
chr2:46882642-46883842,1200,[-251, 538],[287, 1055],[2.16269, 4.2256]
chr2:46885137-46886337,1200,[],[],[]
chr2:46886039-46887239,1200,[],[],[]
chr2:48816787-48817987,1200,[-1060],[1065],[2.80069]
chr2:48834911-48836111,1200,[],[],[]
chr2:54331338-54332538,1200,[-822],[825],[4.00102]
chr2:54332837-54334037,1200,[834],[971],[3.76562]
chr2:54336136-54337336,1200,[],[],[]
chr2:56186313-56187513,1200,[],[],[]
chr2:56187557-56188757,1200,[],[],[]
chr2:62371161-62372361,1200,[],[],[]
chr2:62381117-62382317,1200,[],[],[]
chr2:63782193-63783393,1200,[],[],[]
chr2:66784831-66786031,1200,[621],[662],[2.97337]
chr2:66808031-66809231,1200,[140],[1217],[4.21725]
chr2:69165547-69166747,1200,[],[],[]
chr2:69166136-69167336,1200,[],[],[]
chr2:69166810-69168010,1200,[],[],[]
chr2:69983832-69985032,1200,[-304, 399],[486, 262],[2.90072, 2.63765]
chr2:69991932-69993132,1200,[6184],[19156],[7.01608]
chr2:69993631-69994831,1200,[4485],[19156],[7.01608]
chr2:70000132-70001332,1200,[-2016],[19156],[7.01608]
chr2:70156204-70157404,1200,[2164],[7135],[5.00124]
chr2:70498714-70499914,1200,[],[],[]
chr2:71312829-71314029,1200,[],[],[]
chr2:71614207-71615407,1200,[],[],[]
chr2:73975736-73976936,1200,[],[],[]
chr2:73984324-73985524,1200,[],[],[]
chr2:74919705-74920905,1200,[920],[1528],[3.86458]
chr2:74937983-74939183,1200,[],[],[]
chr2:75505941-75507141,1200,[],[],[]
chr2:85612339-85613539,1200,[],[],[]
chr2:85997596-85998796,1200,[469],[7660],[10.88076]
chr2:86021623-86022823,1200,[-362],[5504],[4.65233]
chr2:86727931-86729131,1200,[],[],[]
chr2:86785670-86786870,1200,[-774],[4444],[3.34967]
chr2:88064439-88065639,1200,[],[],[]
chr2:88065118-88066318,1200,[],[],[]
chr2:88066670-88067870,1200,[],[],[]
chr2:88401285-88402485,1200,[],[],[]
chr2:88492335-88493535,1200,[],[],[]
chr2:88492987-88494187,1200,[],[],[]
chr2:88981917-88983117,1200,[],[],[]
chr2:89167611-89168811,1200,[],[],[]
chr2:91759839-91761039,1200,[],[],[]
chr2:95680747-95681947,1200,[],[],[]
chr2:95935602-95936802,1200,[],[],[]
chr2:97209166-97210366,1200,[-3341, 343],[6459, 410],[6.76361, 3.34112]
chr2:100100261-100101461,1200,[790],[4122],[4.4359]
chr2:100103761-100104961,1200,[],[],[]
chr2:101919061-101920261,1200,[143],[7003],[5.84695]
chr2:102728843-102730043,1200,[-351, 863],[484, 806],[2.58886, 3.16571]
chr2:102731740-102732940,1200,[795],[4542],[3.41906]
chr2:102733259-102734459,1200,[-724],[4542],[3.41906]
chr2:102735359-102736559,1200,[-2824, 1949],[4542, 4649],[3.41906, 4.66023]
chr2:102736359-102737559,1200,[949],[4649],[4.66023]
chr2:102766378-102767578,1200,[-385],[1804],[3.07053]
chr2:106504555-106505755,1200,[-2761],[4705],[7.10176]
chr2:106505704-106506904,1200,[],[],[]
chr2:106507474-106508674,1200,[-648, 332],[645, 363],[3.99099, 2.80043]
chr2:110317876-110319076,1200,[74],[597],[3.15633]
chr2:111114013-111115213,1200,[],[],[]
chr2:112809253-112810453,1200,[1228],[1569],[5.46293]
chr2:113124617-113125817,1200,[],[],[]
chr2:113143770-113144970,1200,[],[],[]
chr2:113925695-113926895,1200,[-989, 746],[1553, 464],[3.80942, 2.88254]
chr2:113927576-113928776,1200,[],[],[]
chr2:114247506-114248706,1200,[],[],[]
chr2:118878767-118879967,1200,[1610],[2729],[4.37019]
chr2:118879778-118880978,1200,[599],[2729],[4.37019]
chr2:118882791-118883991,1200,[],[],[]
chr2:119986929-119988129,1200,[-237, 682],[683, 578],[3.50804, 2.04702]
chr2:128428615-128429815,1200,[-414, 547],[543, 1170],[2.29702, 3.0908]
chr2:128430021-128431221,1200,[-859, 431],[1170, 933],[3.0908, 2.59523]
chr2:129020756-129021956,1200,[],[],[]
chr2:131827282-131828482,1200,[],[],[]
chr2:132271118-132272318,1200,[],[],[]
chr2:150011028-150012228,1200,[],[],[]
chr2:150050949-150052149,1200,[],[],[]
chr2:152636460-152637660,1200,[],[],[]
chr2:153206909-153208109,1200,[],[],[]
chr2:153208890-153210090,1200,[1017],[2612],[4.00098]
chr2:153212776-153213976,1200,[],[],[]
chr2:153214011-153215211,1200,[],[],[]
chr2:153583998-153585198,1200,[],[],[]
chr2:159950411-159951611,1200,[-2153],[6704],[7.43935]
chr2:160123647-160124847,1200,[-240, 649],[284, 1185],[2.61909, 2.8416]
chr2:160459290-160460490,1200,[-835],[779],[3.60343]
chr2:160464510-160465710,1200,[2432],[5944],[5.70141]
chr2:160468810-160470010,1200,[-1868],[5944],[5.70141]
chr2:162031508-162032708,1200,[-393, 280, 805],[820, 378, 452],[2.50062, 2.6053, 2.38695]
chr2:165515797-165516997,1200,[],[],[]
chr2:165519866-165521066,1200,[],[],[]
chr2:165569851-165571051,1200,[832],[1465],[3.13591]
chr2:165761691-165762891,1200,[],[],[]
chr2:165762481-165763681,1200,[],[],[]
chr2:167309944-167311144,1200,[],[],[]
chr2:170564411-170565611,1200,[],[],[]
chr2:170570265-170571465,1200,[740],[855],[6.51503]
chr2:172390009-172391209,1200,[],[],[]
chr2:172406243-172407443,1200,[],[],[]
chr2:172621881-172623081,1200,[],[],[]
chr2:173315827-173317027,1200,[-389, 913],[284, 2054],[2.45262, 6.22079]
chr2:173316628-173317828,1200,[112],[2054],[6.22079]
chr2:173491760-173492960,1200,[],[],[]
chr2:173910127-173911327,1200,[-235],[281],[2.61427]
chr2:177180571-177181771,1200,[803],[705],[4.01801]
chr2:178050593-178051793,1200,[],[],[]
chr2:178054427-178055627,1200,[],[],[]
chr2:178055308-178056508,1200,[],[],[]
chr2:178109127-178110327,1200,[-556],[28127],[7.90895]
chr2:187385695-187386895,1200,[],[],[]
chr2:187390521-187391721,1200,[],[],[]
chr2:188290830-188292030,1200,[],[],[]
chr2:191814677-191815877,1200,[],[],[]
chr2:192707671-192708871,1200,[-359, 805],[508, 695],[3.16855, 2.52237]
chr2:192709525-192710725,1200,[1225],[3695],[4.52288]
chr2:201263622-201264822,1200,[],[],[]
chr2:201264504-201265704,1200,[],[],[]
chr2:201265523-201266723,1200,[],[],[]
chr2:201445546-201446746,1200,[],[],[]
chr2:201834822-201836022,1200,[],[],[]
chr2:202367244-202368444,1200,[],[],[]
chr2:203337750-203338950,1200,[],[],[]
chr2:206558807-206560007,1200,[-269, 1412],[873, 2242],[2.4006, 4.19142]
chr2:206573823-206575023,1200,[-5330, 287],[9956, 267],[5.30131, 3.0024]
chr2:206652470-206653670,1200,[-701],[278],[1.82655]
chr2:207664523-207665723,1200,[508],[1651],[4.64959]
chr2:207982666-207983866,1200,[],[],[]
chr2:211048423-211049623,1200,[],[],[]
chr2:214173151-214174351,1200,[],[],[]
chr2:217514752-217515952,1200,[1461],[6455],[4.7816]
chr2:217517922-217519122,1200,[-1709],[6455],[4.7816]
chr2:217519222-217520422,1200,[-3009],[6455],[4.7816]
chr2:217520822-217522022,1200,[-203, 772],[371, 854],[2.16087, 2.83472]
chr2:217549168-217550368,1200,[3402],[18645],[7.29589]
chr2:217550523-217551723,1200,[2047],[18645],[7.29589]
chr2:217552187-217553387,1200,[383],[18645],[7.29589]
chr2:217555661-217556861,1200,[-3091],[18645],[7.29589]
chr2:217557022-217558222,1200,[-4452],[18645],[7.29589]
chr2:218719948-218721148,1200,[-3363, 529],[6961, 458],[8.08106, 2.55149]
chr2:218826473-218827673,1200,[],[],[]
chr2:219627191-219628391,1200,[],[],[]
chr2:220235619-220236819,1200,[],[],[]
chr2:223581318-223582518,1200,[],[],[]
chr2:223582518-223583718,1200,[],[],[]
chr2:224713270-224714470,1200,[],[],[]
chr2:225384616-225385816,1200,[-833],[4657],[5.3967]
chr2:227848474-227849674,1200,[799],[1398],[4.54166]
chr2:231324271-231325471,1200,[],[],[]
chr2:231584214-231585414,1200,[-797],[10353],[6.2873]
chr2:232471210-232472410,1200,[28],[425],[3.13847]
chr2:232568329-232569529,1200,[-1681, 937],[2389, 2705],[3.92407, 5.73207]
chr2:234334946-234336146,1200,[1616],[5509],[4.10102]
chr2:234338693-234339893,1200,[-2131],[5509],[4.10102]
chr2:234340145-234341345,1200,[280],[638],[2.15439]
chr2:234340638-234341838,1200,[-213, 2454],[638, 4512],[2.15439, 5.22238]
chr2:235959143-235960343,1200,[-468],[5616],[5.2321]
chr2:237486384-237487584,1200,[-248],[4234],[4.10912]
chr2:238320042-238321242,1200,[],[],[]
chr2:238408623-238409823,1200,[258],[1605],[5.74886]
chr2:238412346-238413546,1200,[-1019, 1062],[1136, 1725],[3.90097, 4.89975]
chr2:238469802-238471002,1200,[],[],[]
chr2:238806741-238807941,1200,[-848],[3769],[6.21209]
chr2:238807541-238808741,1200,[-1648],[3769],[6.21209]
chr2:238809142-238810342,1200,[-83],[447],[2.91964]
chr2:238815641-238816841,1200,[],[],[]
chr2:238828687-238829887,1200,[],[],[]
chr2:239269570-239270770,1200,[],[],[]
chr2:239754091-239755291,1200,[1969],[3958],[5.86515]
chr2:240754593-240755793,1200,[],[],[]
chr2:240880116-240881316,1200,[],[],[]
chr2:241436347-241437547,1200,[],[],[]
chr2:241553312-241554512,1200,[],[],[]
chr2:241554077-241555277,1200,[],[],[]
chr2:242221214-242222414,1200,[214],[2078],[4.71636]
chr2:242704488-242705688,1200,[-887],[771],[2.82986]
chr2:242807681-242808881,1200,[907],[1442],[3.04265]
chr2:18109466-18110666,1200,[],[],[]
chr2:23903069-23904269,1200,[],[],[]
chr2:27815766-27816966,1200,[],[],[]
chr2:43291137-43292337,1200,[],[],[]
chr2:43292637-43293837,1200,[],[],[]
chr2:46830538-46831738,1200,[],[],[]
chr2:46861538-46862738,1200,[],[],[]
chr2:46871438-46872638,1200,[819],[2474],[3.44272]
chr2:46886038-46887238,1200,[],[],[]
chr2:49458738-49459938,1200,[],[],[]
chr2:58401034-58402234,1200,[],[],[]
chr2:62384234-62385434,1200,[],[],[]
chr2:65184733-65185933,1200,[],[],[]
chr2:69541831-69543031,1200,[],[],[]
chr2:73983226-73984426,1200,[],[],[]
chr2:74919626-74920826,1200,[999],[1528],[3.86458]
chr2:88492718-88493918,1200,[],[],[]
chr2:91839685-91840885,1200,[],[],[]
chr2:91839725-91840925,1200,[],[],[]
chr2:95798144-95799344,1200,[],[],[]
chr2:97940336-97941536,1200,[],[],[]
chr2:97946136-97947336,1200,[],[],[]
chr2:99820662-99821862,1200,[],[],[]
chr2:102765059-102766259,1200,[-1266, 934],[1901, 1804],[3.53027, 3.07053]
chr2:103110458-103111658,1200,[],[],[]
chr2:103111758-103112958,1200,[],[],[]
chr2:103244258-103245458,1200,[-754],[423],[2.53555]
chr2:106507155-106508355,1200,[-329, 651],[645, 363],[3.99099, 2.80043]
chr2:108855255-108856455,1200,[],[],[]
chr2:112980276-112981476,1200,[],[],[]
chr2:113619076-113620276,1200,[],[],[]
chr2:120881075-120882275,1200,[],[],[]
chr2:120881875-120883075,1200,[],[],[]
chr2:145072166-145073366,1200,[],[],[]
chr2:152635913-152637113,1200,[],[],[]
chr2:156864511-156865711,1200,[],[],[]
chr2:165575709-165576909,1200,[],[],[]
chr2:168830509-168831709,1200,[],[],[]
chr2:170546209-170547409,1200,[],[],[]
chr2:170548609-170549809,1200,[1049],[1248],[4.78381]
chr2:172388409-172389609,1200,[-461],[1399],[3.07053]
chr2:178052627-178053827,1200,[],[],[]
chr2:180316326-180317526,1200,[],[],[]
chr2:187021126-187022326,1200,[],[],[]
chr2:201445522-201446722,1200,[],[],[]
chr2:202370122-202371322,1200,[],[],[]
chr2:217549022-217550222,1200,[3548],[18645],[7.29589]
chr2:217554322-217555522,1200,[-1752],[18645],[7.29589]
chr2:231392414-231393614,1200,[],[],[]
chr2:232682009-232683209,1200,[],[],[]
chr2:234337145-234338345,1200,[-583],[5509],[4.10102]
chr2:238320642-238321842,1200,[],[],[]
chr2:238697442-238698642,1200,[],[],[]
chr2:238702842-238704042,1200,[],[],[]
chr2:238817941-238819141,1200,[],[],[]
chr2:238818541-238819741,1200,[],[],[]
chr2:241413816-241415016,1200,[],[],[]
chr2:241436516-241437716,1200,[],[],[]
chr3:101426354-101427554,1200,[-522],[424],[3.04265]
chr3:112078264-112079464,1200,[719],[1447],[3.41742]
chr3:11593784-11594984,1200,[4365],[9187],[5.58279]
chr3:122466877-122468077,1200,[],[],[]
chr3:137770861-137772061,1200,[-84],[302],[2.78976]
chr3:141135604-141136804,1200,[-385],[813],[2.81907]
chr3:141612842-141614042,1200,[365],[588],[2.23312]
chr3:141613430-141614630,1200,[-223],[588],[2.23312]
chr3:148609582-148610782,1200,[],[],[]
chr3:152032092-152033292,1200,[5020],[11515],[6.60716]
chr3:15697777-15698977,1200,[],[],[]
chr3:15704789-15705989,1200,[],[],[]
chr3:15706073-15707273,1200,[],[],[]
chr3:16282556-16283756,1200,[],[],[]
chr3:16287532-16288732,1200,[932],[1034],[4.91596]
chr3:16375266-16376466,1200,[],[],[]
chr3:16431009-16432209,1200,[],[],[]
chr3:167739708-167740908,1200,[-310, 301],[491, 370],[2.31431, 3.10687]
chr3:169378755-169379955,1200,[-648, 2281],[734, 4970],[2.86516, 4.39967]
