chr22:24585867-24586667,800,[-423],[2672],[7.59355]
chr22:33215685-33216485,800,[-3341],[6714],[5.66587]
chr22:50022847-50023647,800,[],[],[]
chr22:33223385-33224185,800,[434],[4787],[5.04311]
chr22:38747269-38748069,800,[],[],[]
chr22:22631082-22631882,800,[],[],[]
chr22:47362016-47362816,800,[],[],[]
chr22:30082424-30083224,800,[],[],[]
chr22:31633885-31634685,800,[-565],[732],[3.42047]
chr22:43075006-43075806,800,[],[],[]
chr22:37680140-37680940,800,[353],[690],[3.80284]
chr22:33236812-33237612,800,[-274, 581],[311, 1222],[3.3132, 3.80284]
chr22:29580380-29581180,800,[],[],[]
chr22:39591404-39592204,800,[],[],[]
chr22:22628182-22628982,800,[],[],[]
chr22:33219680-33220480,800,[-320],[1734],[2.41999]
chr22:26979163-26979963,800,[],[],[]
chr22:26977766-26978566,800,[],[],[]
chr22:47561703-47562503,800,[],[],[]
chr22:32739286-32740086,800,[],[],[]
chr22:43080205-43081005,800,[-114],[501],[3.88612]
chr22:33198576-33199376,800,[],[],[]
chr22:19083188-19083988,800,[],[],[]
chr22:45540206-45541006,800,[],[],[]
chr22:45535780-45536580,800,[],[],[]
chr22:25760840-25761640,800,[-525],[1926],[5.8108]
chr22:46005032-46005832,800,[],[],[]
chr22:24168793-24169593,800,[],[],[]
chr22:28296687-28297487,800,[],[],[]
chr22:38702704-38703504,800,[203],[288],[2.3324]
chr22:43073105-43073905,800,[-80],[894],[2.47899]
chr22:28269308-28270108,800,[],[],[]
chr22:29592248-29593048,800,[],[],[]
chr22:33199513-33200313,800,[],[],[]
chr22:31705885-31706685,800,[],[],[]
chr22:27188444-27189244,800,[],[],[]
chr22:38703318-38704118,800,[-411],[288],[2.3324]
chr22:36770545-36771345,800,[-5178],[14665],[6.82109]
chr22:30429285-30430085,800,[178],[428],[2.63697]
chr22:38765704-38766504,800,[],[],[]
chr22:50022947-50023747,800,[],[],[]
chr22:24752384-24753184,800,[],[],[]
chr22:50345347-50346147,800,[2197],[6065],[8.70947]
chr22:36614345-36615145,800,[],[],[]
chr22:36614545-36615345,800,[],[],[]
chr22:20084722-20085522,800,[],[],[]
chr22:33228886-33229686,800,[391],[660],[2.64124]
chr22:44397930-44398730,800,[],[],[]
chr22:33212933-33213733,800,[-589],[6714],[5.66587]
chr22:38701765-38702565,800,[-1043],[3077],[5.90272]
chr22:43294905-43295705,800,[],[],[]
chr22:33232786-33233586,800,[-293],[1179],[5.24331]
chr22:38174006-38174806,800,[],[],[]
chr22:39598034-39598834,800,[553],[646],[3.16973]
chr22:38767033-38767833,800,[],[],[]
chr22:42231452-42232252,800,[-4],[312],[2.65277]
chr22:32691886-32692686,800,[],[],[]
chr22:49994947-49995747,800,[],[],[]
chr22:47123050-47123850,800,[],[],[]
chr22:30707588-30708388,800,[-5050],[13109],[8.85121]
chr22:28259487-28260287,800,[-575],[1358],[3.21311]
chr22:31705985-31706785,800,[],[],[]
chr22:33235338-33236138,800,[-308],[1671],[3.85986]
chr22:42431906-42432706,800,[],[],[]
chr22:39600850-39601650,800,[],[],[]
chr22:28298242-28299042,800,[],[],[]
chr22:22261233-22262033,800,[],[],[]
chr22:33234953-33235753,800,[77],[1671],[3.85986]
chr22:30663487-30664287,800,[116],[343],[2.62227]
chr22:39599805-39600605,800,[],[],[]
chr22:43548382-43549182,800,[-125],[1283],[5.23107]
chr22:24500163-24500963,800,[],[],[]
chr22:36730344-36731144,800,[-1698],[11116],[10.1588]
chr22:31569686-31570486,800,[-336],[909],[2.68114]
chr22:45984139-45984939,800,[],[],[]
chr22:50269340-50270140,800,[],[],[]
chr22:36853346-36854146,800,[28, 507],[276, 350],[3.15858, 3.44452]
chr22:45988079-45988879,800,[],[],[]
chr22:38676205-38677005,800,[],[],[]
chr22:32704293-32705093,800,[],[],[]
chr22:31634485-31635285,800,[],[],[]
chr22:42767605-42768405,800,[],[],[]
chr22:30706688-30707488,800,[-4150],[13109],[8.85121]
chr22:43076505-43077305,800,[-64],[1052],[4.06427]
chr22:18233628-18234428,800,[],[],[]
chr22:42768605-42769405,800,[],[],[]
chr22:41133729-41134529,800,[],[],[]
chr22:31636385-31637185,800,[-361],[233],[2.2983]
chr22:45963579-45964379,800,[],[],[]
chr22:27190462-27191262,800,[],[],[]
chr22:33245350-33246150,800,[924],[4304],[6.41696]
chr22:29200587-29201387,800,[],[],[]
chr22:39086705-39087505,800,[],[],[]
chr22:24794467-24795267,800,[-118],[598],[2.52687]
chr22:33217932-33218732,800,[105],[424],[3.6368]
chr22:50029036-50029836,800,[],[],[]
chr22:24252586-24253386,800,[],[],[]
chr22:47363395-47364195,800,[],[],[]
chr22:39087755-39088555,800,[],[],[]
chr22:43255405-43256205,800,[],[],[]
chr22:32035685-32036485,800,[-727],[2887],[6.39053]
chr22:18277551-18278351,800,[],[],[]
chr22:24792379-24793179,800,[],[],[]
chr22:36577290-36578090,800,[],[],[]
chr22:31707985-31708785,800,[],[],[]
chr22:38702197-38702997,800,[-1475],[3077],[5.90272]
chr22:31627686-31628486,800,[-1525],[2859],[5.11452]
chr22:24249680-24250480,800,[],[],[]
chr10:26841628-26842428,800,[],[],[]
chr10:31278228-31279028,800,[],[],[]
chr10:95169556-95170356,800,[],[],[]
chr10:88836456-88837256,800,[],[],[]
chr10:11243950-11244750,800,[],[],[]
chr10:65133459-65134259,800,[],[],[]
chr10:38681727-38682527,800,[],[],[]
chr10:5912163-5912963,800,[],[],[]
chr10:20539572-20540372,800,[],[],[]
chr10:95194856-95195656,800,[-195],[3559],[5.50212]
chr10:79801582-79802382,800,[],[],[]
chr10:65012360-65013160,800,[],[],[]
chr10:51771618-51772418,800,[],[],[]
chr10:80986441-80987241,800,[],[],[]
chr10:23643928-23644728,800,[],[],[]
chr10:11248462-11249262,800,[-779, 453],[1000, 226],[2.18374, 2.02149]
chr10:89461701-89462501,800,[-299],[316],[2.42005]
chr10:22719528-22720328,800,[],[],[]
chr10:28885582-28886382,800,[-1103],[1438],[3.12573]
