chr22:24586667-24587467,800,[-1223],[2672],[7.59355]
chr22:33216485-33217285,800,[152],[474],[2.86999]
chr22:50023647-50024447,800,[],[],[]
chr22:33224185-33224985,800,[-366],[4787],[5.04311]
chr22:38748069-38748869,800,[],[],[]
chr22:22631882-22632682,800,[],[],[]
chr22:47362816-47363616,800,[],[],[]
chr22:30083224-30084024,800,[],[],[]
chr22:31634685-31635485,800,[],[],[]
chr22:43075806-43076606,800,[635],[1052],[4.06427]
chr22:37680940-37681740,800,[-447, 585],[690, 988],[3.80284, 3.6368]
chr22:33237612-33238412,800,[-219],[1222],[3.80284]
chr22:29581180-29581980,800,[],[],[]
chr22:39592204-39593004,800,[],[],[]
chr22:22628982-22629782,800,[],[],[]
chr22:33220480-33221280,800,[-1120, 247],[1734, 735],[2.41999, 3.6332]
chr22:26979963-26980763,800,[1158],[1791],[4.27943]
chr22:26978566-26979366,800,[],[],[]
chr22:47562503-47563303,800,[],[],[]
chr22:32740086-32740886,800,[],[],[]
chr22:43081005-43081805,800,[1394],[3492],[7.12411]
chr22:33199376-33200176,800,[],[],[]
chr22:19083988-19084788,800,[1591],[2414],[5.08613]
chr22:45541006-45541806,800,[],[],[]
chr22:45536580-45537380,800,[],[],[]
chr22:25761640-25762440,800,[-1325, 82],[1926, 394],[5.8108, 2.41249]
chr22:46005832-46006632,800,[],[],[]
chr22:24169593-24170393,800,[],[],[]
chr22:28297487-28298287,800,[],[],[]
chr22:38703504-38704304,800,[],[],[]
chr22:43073905-43074705,800,[],[],[]
chr22:28270108-28270908,800,[],[],[]
chr22:29593048-29593848,800,[],[],[]
chr22:33200313-33201113,800,[2],[589],[2.06937]
chr22:31706685-31707485,800,[],[],[]
chr22:27189244-27190044,800,[],[],[]
chr22:38704118-38704918,800,[],[],[]
chr22:36771345-36772145,800,[-5978],[14665],[6.82109]
chr22:30430085-30430885,800,[],[],[]
chr22:38766504-38767304,800,[],[],[]
chr22:50023747-50024547,800,[],[],[]
chr22:24753184-24753984,800,[205],[414],[1.83849]
chr22:50346147-50346947,800,[1397],[6065],[8.70947]
chr22:36615145-36615945,800,[],[],[]
chr22:36615345-36616145,800,[],[],[]
chr22:20085522-20086322,800,[],[],[]
chr22:33229686-33230486,800,[-409],[660],[2.64124]
chr22:44398730-44399530,800,[],[],[]
chr22:33213733-33214533,800,[-1389],[6714],[5.66587]
chr22:38702565-38703365,800,[-1843, 342],[3077, 288],[5.90272, 2.3324]
chr22:43295705-43296505,800,[],[],[]
chr22:33233586-33234386,800,[71],[370],[3.50057]
chr22:38174806-38175606,800,[],[],[]
chr22:39598834-39599634,800,[-247],[646],[3.16973]
chr22:38767833-38768633,800,[],[],[]
chr22:42232252-42233052,800,[],[],[]
chr22:32692686-32693486,800,[],[],[]
chr22:49995747-49996547,800,[],[],[]
chr22:47123850-47124650,800,[],[],[]
chr22:30708388-30709188,800,[-5850],[13109],[8.85121]
chr22:28260287-28261087,800,[],[],[]
chr22:31706785-31707585,800,[],[],[]
chr22:33236138-33236938,800,[-1108, 400],[1671, 311],[3.85986, 3.3132]
chr22:42432706-42433506,800,[],[],[]
chr22:39601650-39602450,800,[],[],[]
chr22:28299042-28299842,800,[],[],[]
chr22:22262033-22262833,800,[],[],[]
chr22:33235753-33236553,800,[-723],[1671],[3.85986]
chr22:30664287-30665087,800,[],[],[]
chr22:39600605-39601405,800,[],[],[]
chr22:43549182-43549982,800,[-925, 570],[1283, 454],[5.23107, 4.0716]
chr22:24500963-24501763,800,[],[],[]
chr22:36731144-36731944,800,[-2498],[11116],[10.1588]
chr22:31570486-31571286,800,[],[],[]
chr22:45984939-45985739,800,[],[],[]
chr22:50270140-50270940,800,[],[],[]
chr22:36854146-36854946,800,[-293],[350],[3.44452]
chr22:45988879-45989679,800,[],[],[]
chr22:38677005-38677805,800,[],[],[]
chr22:32705093-32705893,800,[],[],[]
chr22:31635285-31636085,800,[410],[270],[1.9209]
chr22:42768405-42769205,800,[],[],[]
chr22:30707488-30708288,800,[-4950],[13109],[8.85121]
chr22:43077305-43078105,800,[-864, 531],[1052, 867],[4.06427, 2.7672]
chr22:18234428-18235228,800,[],[],[]
chr22:42769405-42770205,800,[],[],[]
chr22:41134529-41135329,800,[],[],[]
chr22:31637185-31637985,800,[],[],[]
chr22:45964379-45965179,800,[],[],[]
chr22:27191262-27192062,800,[],[],[]
chr22:33246150-33246950,800,[124],[4304],[6.41696]
chr22:29201387-29202187,800,[],[],[]
chr22:39087505-39088305,800,[],[],[]
chr22:24795267-24796067,800,[],[],[]
chr22:33218732-33219532,800,[628],[1734],[2.41999]
chr22:50029836-50030636,800,[],[],[]
chr22:24253386-24254186,800,[],[],[]
chr22:47364195-47364995,800,[],[],[]
chr22:39088555-39089355,800,[],[],[]
chr22:43256205-43257005,800,[],[],[]
chr22:32036485-32037285,800,[-1527],[2887],[6.39053]
chr22:18278351-18279151,800,[],[],[]
chr22:24793179-24793979,800,[],[],[]
chr22:36578090-36578890,800,[],[],[]
chr22:31708785-31709585,800,[363],[1393],[5.18514]
chr22:38702997-38703797,800,[-90],[288],[2.3324]
chr22:31628486-31629286,800,[506],[1579],[5.43615]
chr22:24250480-24251280,800,[],[],[]
chr10:26842428-26843228,800,[],[],[]
chr10:31279028-31279828,800,[],[],[]
chr10:95170356-95171156,800,[],[],[]
chr10:88837256-88838056,800,[],[],[]
chr10:11244750-11245550,800,[],[],[]
chr10:65134259-65135059,800,[],[],[]
chr10:38682527-38683327,800,[],[],[]
chr10:5912963-5913763,800,[],[],[]
chr10:20540372-20541172,800,[],[],[]
chr10:95195656-95196456,800,[-995],[3559],[5.50212]
chr10:79802382-79803182,800,[],[],[]
chr10:65013160-65013960,800,[],[],[]
chr10:51772418-51773218,800,[],[],[]
chr10:80987241-80988041,800,[],[],[]
chr10:23644728-23645528,800,[],[],[]
chr10:11249262-11250062,800,[-347, 975],[226, 1517],[2.02149, 3.42907]
chr10:89462501-89463301,800,[508],[239],[2.2461]
chr10:22720328-22721128,800,[],[],[]
chr10:28886382-28887182,800,[],[],[]
chr10:20585389-20586189,800,[],[],[]
chr10:45457002-45457802,800,[-598, 3821],[1302, 7381],[3.77191, 8.27634]
chr10:23735328-23736128,800,[-247],[227],[2.37773]
chr10:6445661-6446461,800,[],[],[]
chr10:112282858-112283658,800,[],[],[]
chr10:60273368-60274168,800,[-413],[854],[4.05921]
chr10:89059801-89060601,800,[],[],[]
chr10:23737928-23738728,800,[-277],[1212],[3.37684]
chr10:33504192-33504992,800,[],[],[]
chr10:94325120-94325920,800,[],[],[]
chr10:29722214-29723014,800,[],[],[]
chr10:6247062-6247862,800,[-176],[905],[4.65133]
chr10:81671622-81672422,800,[],[],[]
chr10:64006987-64007787,800,[],[],[]
chr10:61789957-61790757,800,[],[],[]
chr10:20447518-20448318,800,[],[],[]
chr10:32173206-32174006,800,[],[],[]
chr10:121173811-121174611,800,[-1306, 636],[2862, 510],[7.09195, 4.36147]
chr10:81956955-81957755,800,[1720],[10757],[7.17034]
chr10:45963253-45964053,800,[],[],[]
chr10:74850557-74851357,800,[],[],[]
chr10:105389397-105390197,800,[],[],[]
chr10:27236528-27237328,800,[],[],[]
chr10:93173629-93174429,800,[],[],[]
chr10:89201317-89202117,800,[],[],[]
chr10:115818934-115819734,800,[],[],[]
chr10:93174756-93175556,800,[-87],[346],[2.63697]
chr10:125840575-125841375,800,[169],[225],[2.75713]
chr10:89492356-89493156,800,[],[],[]
chr10:105618660-105619460,800,[89],[271],[2.02149]
chr10:103443661-103444461,800,[-1023],[1418],[5.37055]
chr10:103439456-103440256,800,[],[],[]
chr10:29826409-29827209,800,[],[],[]
chr10:29735263-29736063,800,[],[],[]
chr10:97084167-97084967,800,[],[],[]
chr10:122732812-122733612,800,[87],[225],[2.47733]
chr10:99084657-99085457,800,[],[],[]
chr10:358199-358999,800,[],[],[]
