chr2:102728678-102730478,1800,[761],[431],[2.56207]
chr2:103107202-103109002,1800,[7, 834],[529, 937],[2.76538, 3.37035]
chr2:128652263-128654063,1800,[],[],[]
chr2:158253963-158255763,1800,[],[],[]
chr2:160098808-160100608,1800,[-3422],[13552],[5.33588]
chr2:160101060-160102860,1800,[-5674],[13552],[5.33588]
chr2:172622217-172624017,1800,[464],[405],[2.81907]
chr2:173317321-173319121,1800,[],[],[]
chr2:187392067-187393867,1800,[],[],[]
chr2:191815225-191817025,1800,[],[],[]
chr2:201290790-201292590,1800,[-107],[1034],[3.24728]
chr2:20410198-20411998,1800,[],[],[]
chr2:20755368-20757168,1800,[],[],[]
chr2:207982268-207984068,1800,[],[],[]
chr2:237483948-237485748,1800,[],[],[]
chr2:23903037-23904837,1800,[],[],[]
chr2:238017873-238019673,1800,[],[],[]
chr2:238695354-238697154,1800,[-583, 661],[799, 471],[3.28036, 2.7137]
chr2:238701560-238703360,1800,[],[],[]
chr2:238810935-238812735,1800,[],[],[]
chr2:238811914-238813714,1800,[],[],[]
chr2:240754611-240756411,1800,[],[],[]
chr2:24325324-24327124,1800,[40, 977],[562, 1085],[3.52966, 3.50423]
chr2:242703550-242705350,1800,[-1245, -278],[958, 667],[3.59853, 2.46053]
chr2:242704457-242706257,1800,[-1185],[667],[2.46053]
chr2:242704741-242706541,1800,[],[],[]
chr2:28654845-28656645,1800,[],[],[]
chr2:39341905-39343705,1800,[178],[427],[2.66557]
chr2:40768100-40769900,1800,[],[],[]
chr2:42568234-42570034,1800,[-1180],[1388],[4.85201]
chr2:44578644-44580444,1800,[],[],[]
chr2:46826539-46828339,1800,[],[],[]
chr2:46858486-46860286,1800,[],[],[]
chr2:54331232-54333032,1800,[],[],[]
chr2:62387212-62389012,1800,[],[],[]
chr2:65329612-65331412,1800,[-510, 732],[811, 1440],[5.61091, 5.2479]
chr2:66806359-66808159,1800,[],[],[]
chr2:69889381-69891181,1800,[],[],[]
chr2:72396115-72397915,1800,[],[],[]
chr2:74931592-74933392,1800,[],[],[]
chr2:74940408-74942208,1800,[],[],[]
chr2:91756522-91758322,1800,[],[],[]
chr2:95705153-95706953,1800,[],[],[]
chr2:91763308-91765108,1800,[],[],[]
chr2:91763373-91765173,1800,[],[],[]
chr2:3510696-3512496,1800,[-833, -35, 1072],[515, 707, 679],[2.32162, 2.89741, 3.8468]
chr2:11328325-11330125,1800,[6827],[15455],[5.32038]
chr2:11329125-11330925,1800,[6027],[15455],[5.32038]
chr2:13664337-13666137,1800,[],[],[]
chr2:14814635-14816435,1800,[],[],[]
chr2:15313979-15315779,1800,[727],[698],[2.97514]
chr2:20409260-20411060,1800,[],[],[]
chr2:20413870-20415670,1800,[],[],[]
chr2:20416094-20417894,1800,[],[],[]
chr2:20418470-20420270,1800,[-467],[353],[2.67853]
chr2:20473965-20475765,1800,[-908, 340],[988, 624],[2.7489, 2.85184]
chr2:20802772-20804572,1800,[],[],[]
chr2:20812159-20813959,1800,[],[],[]
chr2:20813959-20815759,1800,[],[],[]
chr2:23936469-23938269,1800,[],[],[]
chr2:26285478-26287278,1800,[-1514, 440, 1247],[1605, 441, 798],[3.8431, 3.22635, 2.91694]
chr2:26288889-26290689,1800,[63],[1111],[3.10417]
chr2:26292568-26294368,1800,[],[],[]
chr2:28543467-28545267,1800,[],[],[]
chr2:28545366-28547166,1800,[],[],[]
chr2:28547076-28548876,1800,[],[],[]
chr2:28557766-28559566,1800,[],[],[]
chr2:29176344-29178144,1800,[],[],[]
chr2:30825339-30827139,1800,[],[],[]
chr2:31005942-31007742,1800,[-373],[870],[2.32162]
chr2:32063468-32065268,1800,[],[],[]
chr2:33142391-33144191,1800,[],[],[]
chr2:36769247-36771047,1800,[-1073, 1182],[2712, 1142],[2.90202, 3.38322]
chr2:38416041-38417841,1800,[],[],[]
chr2:39707947-39709747,1800,[],[],[]
chr2:39709940-39711740,1800,[],[],[]
chr2:39712540-39714340,1800,[],[],[]
chr2:39713140-39714940,1800,[],[],[]
chr2:39714340-39716140,1800,[],[],[]
chr2:39716340-39718140,1800,[],[],[]
chr2:39720440-39722240,1800,[],[],[]
