chr2:102723778-102725378,1600,[25],[1148],[5.21059]
chr2:103102302-103103902,1600,[],[],[]
chr2:128647363-128648963,1600,[],[],[]
chr2:158249063-158250663,1600,[],[],[]
chr2:160093908-160095508,1600,[],[],[]
chr2:160096160-160097760,1600,[],[],[]
chr2:172617317-172618917,1600,[],[],[]
chr2:173312421-173314021,1600,[],[],[]
chr2:187387167-187388767,1600,[],[],[]
chr2:191810325-191811925,1600,[],[],[]
chr2:201285890-201287490,1600,[],[],[]
chr2:20405298-20406898,1600,[],[],[]
chr2:20750468-20752068,1600,[],[],[]
chr2:207977368-207978968,1600,[],[],[]
chr2:237479048-237480648,1600,[-737],[6372],[12.66151]
chr2:23898137-23899737,1600,[],[],[]
chr2:238012973-238014573,1600,[],[],[]
chr2:238690454-238692054,1600,[],[],[]
chr2:238696660-238698260,1600,[],[],[]
chr2:238806035-238807635,1600,[],[],[]
chr2:238807014-238808614,1600,[],[],[]
chr2:240749711-240751311,1600,[],[],[]
chr2:24320424-24322024,1600,[],[],[]
chr2:242698650-242700250,1600,[],[],[]
chr2:242699557-242701157,1600,[],[],[]
chr2:242699841-242701441,1600,[],[],[]
chr2:28649945-28651545,1600,[],[],[]
chr2:39337005-39338605,1600,[],[],[]
chr2:40763200-40764800,1600,[],[],[]
chr2:42563334-42564934,1600,[],[],[]
chr2:44573744-44575344,1600,[],[],[]
chr2:46821639-46823239,1600,[],[],[]
chr2:46853586-46855186,1600,[],[],[]
chr2:54326332-54327932,1600,[],[],[]
chr2:62382312-62383912,1600,[],[],[]
chr2:65324712-65326312,1600,[],[],[]
chr2:66801459-66803059,1600,[1385],[5159],[24.85178]
chr2:69884481-69886081,1600,[],[],[]
chr2:72391215-72392815,1600,[],[],[]
chr2:74926692-74928292,1600,[],[],[]
chr2:74935508-74937108,1600,[],[],[]
chr2:91751622-91753222,1600,[],[],[]
chr2:95700253-95701853,1600,[],[],[]
chr2:91758408-91760008,1600,[],[],[]
chr2:91758473-91760073,1600,[],[],[]
chr2:3505796-3507396,1600,[],[],[]
chr2:11323425-11325025,1600,[],[],[]
chr2:11324225-11325825,1600,[],[],[]
chr2:13659437-13661037,1600,[],[],[]
chr2:14809735-14811335,1600,[],[],[]
chr2:15309079-15310679,1600,[],[],[]
chr2:20404360-20405960,1600,[],[],[]
chr2:20408970-20410570,1600,[],[],[]
chr2:20411194-20412794,1600,[],[],[]
chr2:20413570-20415170,1600,[],[],[]
chr2:20469065-20470665,1600,[],[],[]
chr2:20797872-20799472,1600,[],[],[]
chr2:20807259-20808859,1600,[],[],[]
chr2:20809059-20810659,1600,[],[],[]
chr2:23931569-23933169,1600,[],[],[]
chr2:26280578-26282178,1600,[],[],[]
chr2:26283989-26285589,1600,[],[],[]
chr2:26287668-26289268,1600,[],[],[]
chr2:28538567-28540167,1600,[],[],[]
chr2:28540466-28542066,1600,[],[],[]
chr2:28542176-28543776,1600,[],[],[]
chr2:28552866-28554466,1600,[],[],[]
chr2:29171444-29173044,1600,[],[],[]
chr2:30820439-30822039,1600,[],[],[]
chr2:31001042-31002642,1600,[],[],[]
chr2:32058568-32060168,1600,[],[],[]
chr2:33137491-33139091,1600,[],[],[]
chr2:36764347-36765947,1600,[],[],[]
chr2:38411141-38412741,1600,[],[],[]
chr2:39703047-39704647,1600,[],[],[]
chr2:39705040-39706640,1600,[],[],[]
chr2:39707640-39709240,1600,[],[],[]
chr2:39708240-39709840,1600,[],[],[]
chr2:39709440-39711040,1600,[],[],[]
chr2:39711440-39713040,1600,[],[],[]
chr2:39715540-39717140,1600,[],[],[]
chr2:39718240-39719840,1600,[],[],[]
chr2:39720743-39722343,1600,[],[],[]
chr2:39723940-39725540,1600,[],[],[]
chr2:42564579-42566179,1600,[],[],[]
chr2:42565739-42567339,1600,[],[],[]
chr2:43291237-43292837,1600,[],[],[]
chr2:44574539-44576139,1600,[],[],[]
chr2:46525238-46526838,1600,[-280],[4746],[26.01851]
chr2:46575238-46576838,1600,[],[],[]
chr2:46855692-46857292,1600,[],[],[]
chr2:46858277-46859877,1600,[],[],[]
chr2:46866126-46867726,1600,[],[],[]
chr2:46866855-46868455,1600,[],[],[]
chr2:46867292-46868892,1600,[],[],[]
chr2:46876842-46878442,1600,[],[],[]
chr2:46879337-46880937,1600,[],[],[]
chr2:46880239-46881839,1600,[],[],[]
chr2:48810987-48812587,1600,[],[],[]
chr2:48829111-48830711,1600,[],[],[]
chr2:54325538-54327138,1600,[],[],[]
chr2:54327037-54328637,1600,[],[],[]
chr2:54330336-54331936,1600,[],[],[]
chr2:56180513-56182113,1600,[],[],[]
chr2:56181757-56183357,1600,[],[],[]
chr2:62365361-62366961,1600,[],[],[]
chr2:62375317-62376917,1600,[],[],[]
chr2:63776393-63777993,1600,[],[],[]
chr2:66779031-66780631,1600,[],[],[]
chr2:66802231-66803831,1600,[613],[5159],[24.85178]
chr2:69159747-69161347,1600,[],[],[]
chr2:69160336-69161936,1600,[],[],[]
chr2:69161010-69162610,1600,[],[],[]
chr2:69978032-69979632,1600,[],[],[]
chr2:69986132-69987732,1600,[],[],[]
chr2:69987831-69989431,1600,[911],[520],[2.6753]
chr2:69994332-69995932,1600,[],[],[]
chr2:70150404-70152004,1600,[-713],[287],[2.50809]
chr2:70492914-70494514,1600,[],[],[]
chr2:71307029-71308629,1600,[],[],[]
chr2:71608407-71610007,1600,[],[],[]
chr2:73969936-73971536,1600,[],[],[]
chr2:73978524-73980124,1600,[],[],[]
chr2:74913905-74915505,1600,[],[],[]
chr2:74932183-74933783,1600,[],[],[]
chr2:75500141-75501741,1600,[],[],[]
chr2:85606539-85608139,1600,[],[],[]
chr2:85991796-85993396,1600,[],[],[]
chr2:86015823-86017423,1600,[],[],[]
chr2:86722131-86723731,1600,[],[],[]
chr2:86779870-86781470,1600,[],[],[]
chr2:88058639-88060239,1600,[],[],[]
chr2:88059318-88060918,1600,[],[],[]
chr2:88060870-88062470,1600,[],[],[]
chr2:88395485-88397085,1600,[],[],[]
chr2:88486535-88488135,1600,[],[],[]
chr2:88487187-88488787,1600,[],[],[]
chr2:88976117-88977717,1600,[],[],[]
chr2:89161811-89163411,1600,[],[],[]
chr2:91754039-91755639,1600,[],[],[]
chr2:95674947-95676547,1600,[],[],[]
chr2:95929802-95931402,1600,[],[],[]
chr2:97203366-97204966,1600,[-183],[3755],[44.79871]
chr2:100094461-100096061,1600,[],[],[]
chr2:100097961-100099561,1600,[],[],[]
chr2:101913261-101914861,1600,[],[],[]
chr2:102723043-102724643,1600,[-1545, 760],[2765, 1148],[11.26096, 5.21059]
chr2:102725940-102727540,1600,[-708, 240],[814, 406],[3.70688, 3.39302]
chr2:102727459-102729059,1600,[],[],[]
chr2:102729559-102731159,1600,[],[],[]
chr2:102730559-102732159,1600,[],[],[]
chr2:102760578-102762178,1600,[-1113],[4579],[20.34376]
chr2:106498755-106500355,1600,[],[],[]
chr2:106499904-106501504,1600,[],[],[]
chr2:106501674-106503274,1600,[],[],[]
chr2:110312076-110313676,1600,[],[],[]
chr2:111108213-111109813,1600,[],[],[]
chr2:112803453-112805053,1600,[],[],[]
chr2:113118817-113120417,1600,[],[],[]
chr2:113137970-113139570,1600,[],[],[]
chr2:113919895-113921495,1600,[],[],[]
chr2:113921776-113923376,1600,[],[],[]
chr2:114241706-114243306,1600,[],[],[]
chr2:118872967-118874567,1600,[],[],[]
chr2:118873978-118875578,1600,[],[],[]
chr2:118876991-118878591,1600,[],[],[]
chr2:119981129-119982729,1600,[-25],[2301],[31.00001]
chr2:128422815-128424415,1600,[],[],[]
chr2:128424221-128425821,1600,[],[],[]
chr2:129014956-129016556,1600,[],[],[]
chr2:131821482-131823082,1600,[],[],[]
chr2:132265318-132266918,1600,[],[],[]
chr2:150005228-150006828,1600,[],[],[]
chr2:150045149-150046749,1600,[],[],[]
chr2:152630660-152632260,1600,[],[],[]
chr2:153201109-153202709,1600,[],[],[]
chr2:153203090-153204690,1600,[],[],[]
chr2:153206976-153208576,1600,[],[],[]
chr2:153208211-153209811,1600,[],[],[]
chr2:153578198-153579798,1600,[],[],[]
chr2:159944611-159946211,1600,[],[],[]
chr2:160117847-160119447,1600,[],[],[]
chr2:160453490-160455090,1600,[],[],[]
chr2:160458710-160460310,1600,[],[],[]
chr2:160463010-160464610,1600,[],[],[]
chr2:162025708-162027308,1600,[],[],[]
chr2:165509997-165511597,1600,[],[],[]
chr2:165514066-165515666,1600,[],[],[]
chr2:165564051-165565651,1600,[],[],[]
chr2:165755891-165757491,1600,[],[],[]
chr2:165756681-165758281,1600,[],[],[]
chr2:167304144-167305744,1600,[],[],[]
chr2:170558611-170560211,1600,[],[],[]
chr2:170564465-170566065,1600,[],[],[]
chr2:172384209-172385809,1600,[],[],[]
chr2:172400443-172402043,1600,[],[],[]
chr2:172616081-172617681,1600,[],[],[]
chr2:173310027-173311627,1600,[],[],[]
chr2:173310828-173312428,1600,[],[],[]
chr2:173485960-173487560,1600,[],[],[]
chr2:173904327-173905927,1600,[],[],[]
chr2:177174771-177176371,1600,[],[],[]
chr2:178044793-178046393,1600,[],[],[]
chr2:178048627-178050227,1600,[],[],[]
chr2:178049508-178051108,1600,[],[],[]
chr2:178103327-178104927,1600,[929],[356],[2.35268]
