chr2:102726978-102728578,1600,[-798],[406],[3.39302]
chr2:103105502-103107102,1600,[],[],[]
chr2:128650563-128652163,1600,[],[],[]
chr2:158252263-158253863,1600,[],[],[]
chr2:160097108-160098708,1600,[],[],[]
chr2:160099360-160100960,1600,[],[],[]
chr2:172620517-172622117,1600,[],[],[]
chr2:173315621-173317221,1600,[],[],[]
chr2:187390367-187391967,1600,[],[],[]
chr2:191813525-191815125,1600,[],[],[]
chr2:201289090-201290690,1600,[],[],[]
chr2:20408498-20410098,1600,[],[],[]
chr2:20753668-20755268,1600,[],[],[]
chr2:207980568-207982168,1600,[-531],[240],[2.71816]
chr2:237482248-237483848,1600,[-3937, 158],[6372, 1527],[12.66151, 3.43981]
chr2:23901337-23902937,1600,[],[],[]
chr2:238016173-238017773,1600,[],[],[]
chr2:238693654-238695254,1600,[],[],[]
chr2:238699860-238701460,1600,[],[],[]
chr2:238809235-238810835,1600,[],[],[]
chr2:238810214-238811814,1600,[],[],[]
chr2:240752911-240754511,1600,[],[],[]
chr2:24323624-24325224,1600,[],[],[]
chr2:242701850-242703450,1600,[],[],[]
chr2:242702757-242704357,1600,[],[],[]
chr2:242703041-242704641,1600,[],[],[]
chr2:28653145-28654745,1600,[],[],[]
chr2:39340205-39341805,1600,[],[],[]
chr2:40766400-40768000,1600,[],[],[]
chr2:42566534-42568134,1600,[],[],[]
chr2:44576944-44578544,1600,[],[],[]
chr2:46824839-46826439,1600,[],[],[]
chr2:46856786-46858386,1600,[],[],[]
chr2:54329532-54331132,1600,[],[],[]
chr2:62385512-62387112,1600,[],[],[]
chr2:65327912-65329512,1600,[],[],[]
chr2:66804659-66806259,1600,[-1815],[5159],[24.85178]
chr2:69887681-69889281,1600,[],[],[]
chr2:72394415-72396015,1600,[],[],[]
chr2:74929892-74931492,1600,[],[],[]
chr2:74938708-74940308,1600,[],[],[]
chr2:91754822-91756422,1600,[],[],[]
chr2:95703453-95705053,1600,[],[],[]
chr2:91761608-91763208,1600,[],[],[]
chr2:91761673-91763273,1600,[],[],[]
chr2:3508996-3510596,1600,[],[],[]
chr2:11326625-11328225,1600,[],[],[]
chr2:11327425-11329025,1600,[],[],[]
chr2:13662637-13664237,1600,[],[],[]
chr2:14812935-14814535,1600,[],[],[]
chr2:15312279-15313879,1600,[],[],[]
chr2:20407560-20409160,1600,[],[],[]
chr2:20412170-20413770,1600,[],[],[]
chr2:20414394-20415994,1600,[],[],[]
chr2:20416770-20418370,1600,[],[],[]
chr2:20472265-20473865,1600,[],[],[]
chr2:20801072-20802672,1600,[],[],[]
chr2:20810459-20812059,1600,[],[],[]
chr2:20812259-20813859,1600,[],[],[]
chr2:23934769-23936369,1600,[],[],[]
chr2:26283778-26285378,1600,[],[],[]
chr2:26287189-26288789,1600,[],[],[]
chr2:26290868-26292468,1600,[],[],[]
chr2:28541767-28543367,1600,[],[],[]
chr2:28543666-28545266,1600,[],[],[]
chr2:28545376-28546976,1600,[],[],[]
chr2:28556066-28557666,1600,[],[],[]
chr2:29174644-29176244,1600,[],[],[]
chr2:30823639-30825239,1600,[],[],[]
chr2:31004242-31005842,1600,[],[],[]
chr2:32061768-32063368,1600,[],[],[]
chr2:33140691-33142291,1600,[-59],[524],[4.84375]
chr2:36767547-36769147,1600,[],[],[]
chr2:38414341-38415941,1600,[],[],[]
chr2:39706247-39707847,1600,[],[],[]
chr2:39708240-39709840,1600,[],[],[]
chr2:39710840-39712440,1600,[],[],[]
chr2:39711440-39713040,1600,[],[],[]
chr2:39712640-39714240,1600,[],[],[]
chr2:39714640-39716240,1600,[],[],[]
chr2:39718740-39720340,1600,[],[],[]
chr2:39721440-39723040,1600,[],[],[]
chr2:39723943-39725543,1600,[],[],[]
chr2:39727140-39728740,1600,[],[],[]
chr2:42567779-42569379,1600,[],[],[]
chr2:42568939-42570539,1600,[],[],[]
chr2:43294437-43296037,1600,[],[],[]
chr2:44577739-44579339,1600,[],[],[]
chr2:46528438-46530038,1600,[-525, 303],[828, 335],[5.37382, 3.21637]
chr2:46578438-46580038,1600,[],[],[]
chr2:46858892-46860492,1600,[],[],[]
chr2:46861477-46863077,1600,[],[],[]
chr2:46869326-46870926,1600,[],[],[]
chr2:46870055-46871655,1600,[],[],[]
chr2:46870492-46872092,1600,[],[],[]
chr2:46880042-46881642,1600,[],[],[]
chr2:46882537-46884137,1600,[],[],[]
chr2:46883439-46885039,1600,[],[],[]
chr2:48814187-48815787,1600,[],[],[]
chr2:48832311-48833911,1600,[],[],[]
chr2:54328738-54330338,1600,[],[],[]
chr2:54330237-54331837,1600,[],[],[]
chr2:54333536-54335136,1600,[],[],[]
chr2:56183713-56185313,1600,[],[],[]
chr2:56184957-56186557,1600,[],[],[]
chr2:62368561-62370161,1600,[],[],[]
chr2:62378517-62380117,1600,[],[],[]
chr2:63779593-63781193,1600,[],[],[]
chr2:66782231-66783831,1600,[29],[888],[5.28948]
chr2:66805431-66807031,1600,[-2587],[5159],[24.85178]
chr2:69162947-69164547,1600,[],[],[]
chr2:69163536-69165136,1600,[],[],[]
chr2:69164210-69165810,1600,[],[],[]
chr2:69981232-69982832,1600,[],[],[]
chr2:69989332-69990932,1600,[-590, 165],[520, 624],[2.6753, 3.00971]
chr2:69991031-69992631,1600,[],[],[]
chr2:69997532-69999132,1600,[],[],[]
