chr22:24585617-24586717,1100,[-490],[2674],[7.00229]
chr22:33215435-33216535,1100,[-1305, -12],[1714, 534],[3.37682, 4.45048]
chr22:50022597-50023697,1100,[-522, 639],[242, 777],[2.66752, 3.2247]
chr22:33223135-33224235,1100,[1727],[5492],[8.4876]
chr22:38747019-38748119,1100,[],[],[]
chr22:22630832-22631932,1100,[],[],[]
chr22:47361766-47362866,1100,[],[],[]
chr22:30082174-30083274,1100,[],[],[]
chr22:31633635-31634735,1100,[-662, -160],[267, 346],[3.23535, 2.98455]
chr22:43074756-43075856,1100,[],[],[]
chr22:37679890-37680990,1100,[-414],[4572],[21.09379]
chr22:33236562-33237662,1100,[-1141, 37],[1937, 235],[5.38107, 2.38858]
chr22:29580130-29581230,1100,[],[],[]
chr22:39591154-39592254,1100,[],[],[]
chr22:22627932-22629032,1100,[],[],[]
chr22:33219430-33220530,1100,[-325, 985],[1098, 1355],[5.70213, 4.75867]
chr22:26978913-26980013,1100,[],[],[]
chr22:26977516-26978616,1100,[-777],[489],[4.40536]
chr22:47561453-47562553,1100,[],[],[]
chr22:32739036-32740136,1100,[],[],[]
chr22:43079955-43081055,1100,[2164],[8584],[20.61274]
chr22:33198326-33199426,1100,[-283],[6022],[22.27057]
chr22:19082938-19084038,1100,[],[],[]
chr22:45539956-45541056,1100,[],[],[]
chr22:45535530-45536630,1100,[],[],[]
chr22:25760590-25761690,1100,[-270],[1386],[4.15759]
chr22:46004782-46005882,1100,[],[],[]
chr22:24168543-24169643,1100,[],[],[]
chr22:28296437-28297537,1100,[],[],[]
chr22:38702454-38703554,1100,[-1012, 313],[1273, 257],[6.6539, 1.79786]
chr22:43072855-43073955,1100,[-767],[1678],[10.46907]
chr22:28269058-28270158,1100,[],[],[]
chr22:29591998-29593098,1100,[-503],[705],[7.96401]
chr22:33199263-33200363,1100,[-1220],[6022],[22.27057]
chr22:31705635-31706735,1100,[],[],[]
chr22:27188194-27189294,1100,[],[],[]
chr22:38703068-38704168,1100,[-301, 234],[257, 579],[1.79786, 2.76408]
chr22:36770295-36771395,1100,[-6085],[41006],[38.59218]
chr22:30429035-30430135,1100,[],[],[]
chr22:38765454-38766554,1100,[],[],[]
chr22:50022697-50023797,1100,[-622, 539],[242, 777],[2.66752, 3.2247]
chr22:24752134-24753234,1100,[],[],[]
chr22:50345097-50346197,1100,[286],[11492],[23.89015]
chr22:36614095-36615195,1100,[],[],[]
chr22:36614295-36615395,1100,[],[],[]
chr22:20084472-20085572,1100,[],[],[]
chr22:33228636-33229736,1100,[87],[1166],[4.53218]
chr22:44397680-44398780,1100,[],[],[]
chr22:33212683-33213783,1100,[-511],[273],[3.56802]
chr22:38701515-38702615,1100,[-73],[1273],[6.6539]
chr22:43294655-43295755,1100,[],[],[]
chr22:33232536-33233636,1100,[-443],[933],[3.48947]
chr22:38173756-38174856,1100,[],[],[]
chr22:39597784-39598884,1100,[],[],[]
chr22:38766783-38767883,1100,[],[],[]
chr22:42231202-42232302,1100,[-2444, 250],[4127, 1103],[26.67302, 4.73534]
chr22:32691636-32692736,1100,[],[],[]
chr22:49994697-49995797,1100,[],[],[]
chr22:47122800-47123900,1100,[],[],[]
chr22:30707338-30708438,1100,[-8340],[19780],[23.47707]
chr22:28259237-28260337,1100,[-383],[1140],[5.16583]
chr22:31705735-31706835,1100,[],[],[]
chr22:33235088-33236188,1100,[333],[1937],[5.38107]
chr22:42431656-42432756,1100,[],[],[]
chr22:39600600-39601700,1100,[518],[266],[2.79816]
chr22:28297992-28299092,1100,[],[],[]
chr22:22260983-22262083,1100,[],[],[]
chr22:33234703-33235803,1100,[718],[1937],[5.38107]
chr22:30663237-30664337,1100,[-1019],[4725],[20.93814]
chr22:39599555-39600655,1100,[],[],[]
chr22:43548132-43549232,1100,[-757],[2761],[42.22579]
chr22:24499913-24501013,1100,[88],[875],[4.45048]
chr22:36730094-36731194,1100,[-1842],[30493],[26.53521]
chr22:31569436-31570536,1100,[-1100],[1718],[3.68545]
chr22:45983889-45984989,1100,[],[],[]
chr22:50269090-50270190,1100,[],[],[]
chr22:36853096-36854196,1100,[-4136],[13240],[28.40376]
chr22:45987829-45988929,1100,[],[],[]
chr22:38675955-38677055,1100,[],[],[]
chr22:32704043-32705143,1100,[],[],[]
chr22:31634235-31635335,1100,[],[],[]
chr22:42767355-42768455,1100,[],[],[]
chr22:30706438-30707538,1100,[-7440],[19780],[23.47707]
chr22:43076255-43077355,1100,[],[],[]
chr22:18233378-18234478,1100,[],[],[]
chr22:42768355-42769455,1100,[],[],[]
chr22:41133479-41134579,1100,[],[],[]
chr22:31636135-31637235,1100,[],[],[]
chr22:45963329-45964429,1100,[],[],[]
chr22:27190212-27191312,1100,[],[],[]
chr22:33245100-33246200,1100,[2897],[6524],[12.22613]
chr22:29200337-29201437,1100,[],[],[]
chr22:39086455-39087555,1100,[],[],[]
chr22:24794217-24795317,1100,[-482, 2356],[1126, 4198],[4.18373, 7.80422]
chr22:33217682-33218782,1100,[660],[257],[2.67734]
chr22:50028786-50029886,1100,[],[],[]
chr22:24252336-24253436,1100,[],[],[]
chr22:47363145-47364245,1100,[],[],[]
chr22:39087505-39088605,1100,[],[],[]
chr22:43255155-43256255,1100,[],[],[]
chr22:32035435-32036535,1100,[-1269],[3915],[31.27652]
chr22:18277301-18278401,1100,[],[],[]
chr22:24792129-24793229,1100,[-250, 435],[255, 722],[3.18285, 3.38817]
chr22:36577040-36578140,1100,[],[],[]
chr22:31707735-31708835,1100,[],[],[]
chr22:38701947-38703047,1100,[-505],[1273],[6.6539]
chr22:31627436-31628536,1100,[-606],[10577],[22.0366]
chr22:24249430-24250530,1100,[],[],[]
chr10:26841378-26842478,1100,[],[],[]
chr10:31277978-31279078,1100,[-281],[1660],[5.13936]
chr10:95169306-95170406,1100,[],[],[]
chr10:88836206-88837306,1100,[],[],[]
chr10:11243700-11244800,1100,[],[],[]
chr10:65133209-65134309,1100,[],[],[]
chr10:38681477-38682577,1100,[],[],[]
chr10:5911913-5913013,1100,[],[],[]
chr10:20539322-20540422,1100,[],[],[]
chr10:95194606-95195706,1100,[2805],[10174],[36.87829]
chr10:79801332-79802432,1100,[],[],[]
chr10:65012110-65013210,1100,[594],[292],[2.81083]
chr10:51771368-51772468,1100,[],[],[]
chr10:80986191-80987291,1100,[],[],[]
chr10:23643678-23644778,1100,[],[],[]
chr10:11248212-11249312,1100,[],[],[]
chr10:89461451-89462551,1100,[-536],[504],[3.22864]
chr10:22719278-22720378,1100,[],[],[]
chr10:28885332-28886432,1100,[],[],[]
chr10:20584339-20585439,1100,[],[],[]
chr10:45455952-45457052,1100,[-1378],[4871],[20.8639]
chr10:23734278-23735378,1100,[742],[1573],[2.68493]
chr10:6444611-6445711,1100,[],[],[]
chr10:112281808-112282908,1100,[],[],[]
chr10:60272318-60273418,1100,[-510, 485],[480, 1299],[2.78255, 12.52051]
chr10:89058751-89059851,1100,[],[],[]
chr10:23736878-23737978,1100,[-124, 806],[380, 757],[3.15213, 3.23589]
chr10:33503142-33504242,1100,[-284],[808],[4.45048]
chr10:94324070-94325170,1100,[],[],[]
chr10:29721164-29722264,1100,[],[],[]
chr10:6246012-6247112,1100,[-1352],[5634],[43.64709]
chr10:81670572-81671672,1100,[-603],[460],[4.91895]
chr10:64005937-64007037,1100,[],[],[]
chr10:61788907-61790007,1100,[],[],[]
chr10:20446468-20447568,1100,[],[],[]
chr10:32172156-32173256,1100,[],[],[]
chr10:121172761-121173861,1100,[-4906],[10658],[12.48408]
chr10:81955905-81957005,1100,[3819],[15686],[70.69991]
chr10:45962203-45963303,1100,[8],[249],[2.34236]
chr10:74849507-74850607,1100,[],[],[]
chr10:105388347-105389447,1100,[],[],[]
chr10:27235478-27236578,1100,[],[],[]
chr10:93172579-93173679,1100,[],[],[]
chr10:89200267-89201367,1100,[],[],[]
chr10:115817884-115818984,1100,[],[],[]
chr10:93173706-93174806,1100,[],[],[]
chr10:125839525-125840625,1100,[],[],[]
chr10:89491306-89492406,1100,[],[],[]
chr10:105617610-105618710,1100,[],[],[]
chr10:103442611-103443711,1100,[-736, 14, 643],[888, 448, 250],[3.2793, 4.74344, 3.06348]
chr10:103438406-103439506,1100,[],[],[]
chr10:29825359-29826459,1100,[],[],[]
chr10:29734213-29735313,1100,[],[],[]
chr10:97083117-97084217,1100,[],[],[]
chr10:122731762-122732862,1100,[-30],[2509],[9.13519]
chr10:99083607-99084707,1100,[],[],[]
chr10:357149-358249,1100,[],[],[]
chr10:103447206-103448306,1100,[],[],[]
chr10:47125443-47126543,1100,[],[],[]
chr10:98461190-98462290,1100,[],[],[]
chr10:72332305-72333405,1100,[487],[241],[2.57659]
chr10:72307906-72309006,1100,[],[],[]
chr10:29715342-29716442,1100,[],[],[]
chr10:6301312-6302412,1100,[],[],[]
chr10:126312918-126314018,1100,[-43, 842],[394, 939],[3.02567, 3.87437]
chr10:103443155-103444255,1100,[-530, 99],[448, 250],[4.74344, 3.06348]
chr10:73780695-73781795,1100,[51],[922],[4.08961]
chr10:90777634-90778734,1100,[],[],[]
chr10:126609475-126610575,1100,[],[],[]
chr10:104900174-104901274,1100,[],[],[]
chr10:20487438-20488538,1100,[],[],[]
chr10:105641767-105642867,1100,[],[],[]
chr10:15162054-15163154,1100,[],[],[]
chr10:78306932-78308032,1100,[],[],[]
chr10:6428784-6429884,1100,[],[],[]
chr10:119016602-119017702,1100,[],[],[]
chr10:72315205-72316305,1100,[],[],[]
chr10:104902406-104903506,1100,[],[],[]
chr10:43662297-43663397,1100,[50],[2368],[6.0268]
chr10:99977206-99978306,1100,[],[],[]
chr10:114852808-114853908,1100,[164],[982],[4.73534]
chr10:6427111-6428211,1100,[-481],[391],[3.44388]
chr10:47125765-47126865,1100,[],[],[]
chr10:75122963-75124063,1100,[],[],[]
