chr2:102725978-102727178,1200,[-704],[476],[2.78884]
chr2:103104502-103105702,1200,[-550],[665],[2.41127]
chr2:128649563-128650763,1200,[],[],[]
chr2:158251263-158252463,1200,[-285, 373],[220, 516],[2.35735, 3.21502]
chr2:160096108-160097308,1200,[],[],[]
chr2:160098360-160099560,1200,[],[],[]
chr2:172619517-172620717,1200,[],[],[]
chr2:173314621-173315821,1200,[],[],[]
chr2:187389367-187390567,1200,[],[],[]
chr2:191812525-191813725,1200,[-413],[982],[2.83087]
chr2:201288090-201289290,1200,[],[],[]
chr2:20407498-20408698,1200,[-728],[4500],[13.51746]
chr2:20752668-20753868,1200,[],[],[]
chr2:207979568-207980768,1200,[391],[372],[3.59563]
chr2:237481248-237482448,1200,[445],[14371],[35.32497]
chr2:23900337-23901537,1200,[],[],[]
chr2:238015173-238016373,1200,[],[],[]
chr2:238692654-238693854,1200,[],[],[]
chr2:238698860-238700060,1200,[],[],[]
chr2:238808235-238809435,1200,[-1008],[15532],[19.68353]
chr2:238809214-238810414,1200,[-1987],[15532],[19.68353]
chr2:240751911-240753111,1200,[117],[397],[3.67034]
chr2:24322624-24323824,1200,[],[],[]
chr2:242700850-242702050,1200,[712],[822],[3.1586]
chr2:242701757-242702957,1200,[-195, 743],[822, 635],[3.1586, 3.37937]
chr2:242702041-242703241,1200,[-479, 459],[822, 635],[3.1586, 3.37937]
chr2:28652145-28653345,1200,[],[],[]
chr2:39339205-39340405,1200,[],[],[]
chr2:40765400-40766600,1200,[],[],[]
chr2:42565534-42566734,1200,[-707, -304, 685],[309, 245, 233],[2.22689, 3.07239, 2.57202]
chr2:44575944-44577144,1200,[-584],[1288],[4.76215]
chr2:46823839-46825039,1200,[],[],[]
chr2:46855786-46856986,1200,[],[],[]
chr2:54328532-54329732,1200,[],[],[]
chr2:62384512-62385712,1200,[],[],[]
chr2:65326912-65328112,1200,[],[],[]
chr2:66803659-66804859,1200,[1617],[11418],[41.35441]
chr2:69886681-69887881,1200,[],[],[]
chr2:72393415-72394615,1200,[],[],[]
chr2:74928892-74930092,1200,[],[],[]
chr2:74937708-74938908,1200,[],[],[]
chr2:91753822-91755022,1200,[],[],[]
chr2:95702453-95703653,1200,[-503, 425],[284, 444],[2.95694, 3.85803]
chr2:91760608-91761808,1200,[],[],[]
chr2:91760673-91761873,1200,[],[],[]
chr2:3507996-3509196,1200,[],[],[]
chr2:11325625-11326825,1200,[],[],[]
chr2:11326425-11327625,1200,[],[],[]
chr2:13661637-13662837,1200,[949],[3249],[17.57897]
chr2:14811935-14813135,1200,[],[],[]
chr2:15311279-15312479,1200,[],[],[]
chr2:20406560-20407760,1200,[210],[4500],[13.51746]
chr2:20411170-20412370,1200,[461],[4928],[7.81478]
chr2:20413394-20414594,1200,[-1763],[4928],[7.81478]
chr2:20415770-20416970,1200,[-624],[720],[2.89763]
chr2:20471265-20472465,1200,[],[],[]
chr2:20800072-20801272,1200,[-1090, 577],[2070, 451],[8.73246, 2.98313]
chr2:20809459-20810659,1200,[8039],[19469],[45.21899]
chr2:20811259-20812459,1200,[6239],[19469],[45.21899]
chr2:23933769-23934969,1200,[],[],[]
chr2:26282778-26283978,1200,[],[],[]
chr2:26286189-26287389,1200,[],[],[]
chr2:26289868-26291068,1200,[],[],[]
chr2:28540767-28541967,1200,[-597, 128],[247, 688],[2.34437, 4.38246]
chr2:28542666-28543866,1200,[-364],[281],[2.70446]
chr2:28544376-28545576,1200,[],[],[]
chr2:28555066-28556266,1200,[1362],[1793],[5.48727]
chr2:29173644-29174844,1200,[234],[544],[3.28398]
chr2:30822639-30823839,1200,[],[],[]
chr2:31003242-31004442,1200,[],[],[]
chr2:32060768-32061968,1200,[],[],[]
chr2:33139691-33140891,1200,[],[],[]
chr2:36766547-36767747,1200,[174],[436],[2.6813]
chr2:38413341-38414541,1200,[-4130],[18261],[17.95687]
chr2:39705247-39706447,1200,[],[],[]
chr2:39707240-39708440,1200,[],[],[]
chr2:39709840-39711040,1200,[],[],[]
chr2:39710440-39711640,1200,[],[],[]
chr2:39711640-39712840,1200,[],[],[]
chr2:39713640-39714840,1200,[],[],[]
chr2:39717740-39718940,1200,[1285],[1470],[7.23847]
chr2:39720440-39721640,1200,[1053],[2007],[7.17129]
chr2:39722943-39724143,1200,[-1450, 233, 1034],[2007, 283, 1058],[7.17129, 2.7375, 4.86867]
chr2:39726140-39727340,1200,[877],[3397],[6.59079]
chr2:42566779-42567979,1200,[-560],[233],[2.57202]
chr2:42567939-42569139,1200,[67, 1478],[565, 1955],[2.96609, 5.65751]
chr2:43293437-43294637,1200,[],[],[]
chr2:44576739-44577939,1200,[1381],[1941],[4.73791]
chr2:46527438-46528638,1200,[-2120],[5674],[38.01786]
chr2:46577438-46578638,1200,[-864, 1206],[752, 2851],[3.67034, 7.37008]
chr2:46857892-46859092,1200,[],[],[]
chr2:46860477-46861677,1200,[],[],[]
chr2:46868326-46869526,1200,[],[],[]
chr2:46869055-46870255,1200,[],[],[]
chr2:46869492-46870692,1200,[],[],[]
chr2:46879042-46880242,1200,[],[],[]
chr2:46881537-46882737,1200,[],[],[]
chr2:46882439-46883639,1200,[845],[864],[4.59744]
chr2:48813187-48814387,1200,[-714],[327],[2.6196]
chr2:48831311-48832511,1200,[],[],[]
chr2:54327738-54328938,1200,[],[],[]
chr2:54329237-54330437,1200,[],[],[]
chr2:54332536-54333736,1200,[],[],[]
chr2:56182713-56183913,1200,[],[],[]
chr2:56183957-56185157,1200,[],[],[]
chr2:62367561-62368761,1200,[],[],[]
chr2:62377517-62378717,1200,[],[],[]
chr2:63778593-63779793,1200,[],[],[]
chr2:66781231-66782431,1200,[-1001, 700],[1395, 1440],[4.76215, 5.25189]
chr2:66804431-66805631,1200,[845],[11418],[41.35441]
chr2:69161947-69163147,1200,[],[],[]
chr2:69162536-69163736,1200,[],[],[]
chr2:69163210-69164410,1200,[],[],[]
chr2:69980232-69981432,1200,[-109],[890],[4.89405]
chr2:69988332-69989532,1200,[1336],[2447],[17.74167]
chr2:69990031-69991231,1200,[-363],[2447],[17.74167]
chr2:69996532-69997732,1200,[-23],[3680],[7.60357]
chr2:70152604-70153804,1200,[],[],[]
chr2:70495114-70496314,1200,[],[],[]
chr2:71309229-71310429,1200,[],[],[]
chr2:71610607-71611807,1200,[],[],[]
chr2:73972136-73973336,1200,[],[],[]
chr2:73980724-73981924,1200,[],[],[]
chr2:74916105-74917305,1200,[],[],[]
chr2:74934383-74935583,1200,[],[],[]
chr2:75502341-75503541,1200,[],[],[]
