chr2:102728278-102729278,1000,[-466],[1103],[4.07497]
chr2:103106802-103107802,1000,[],[],[]
chr2:128651863-128652863,1000,[],[],[]
chr2:158253563-158254563,1000,[],[],[]
chr2:160098408-160099408,1000,[],[],[]
chr2:160100660-160101660,1000,[],[],[]
chr2:172621817-172622817,1000,[],[],[]
chr2:173316921-173317921,1000,[192],[2712],[4.62079]
chr2:187391667-187392667,1000,[],[],[]
chr2:191814825-191815825,1000,[],[],[]
chr2:201290390-201291390,1000,[],[],[]
chr2:20409798-20410798,1000,[38],[764],[3.13553]
chr2:20754968-20755968,1000,[],[],[]
chr2:207981868-207982868,1000,[316],[468],[2.53888]
chr2:237483548-237484548,1000,[-1669, 1440],[2535, 3531],[3.98403, 5.26682]
chr2:23902637-23903637,1000,[],[],[]
chr2:238017473-238018473,1000,[],[],[]
chr2:238694954-238695954,1000,[],[],[]
chr2:238701160-238702160,1000,[],[],[]
chr2:238810535-238811535,1000,[-36],[665],[3.20311]
chr2:238811514-238812514,1000,[],[],[]
chr2:240754211-240755211,1000,[],[],[]
chr2:24324924-24325924,1000,[],[],[]
chr2:242703150-242704150,1000,[129],[546],[2.64045]
chr2:242704057-242705057,1000,[],[],[]
chr2:242704341-242705341,1000,[],[],[]
chr2:28654445-28655445,1000,[],[],[]
chr2:39341505-39342505,1000,[-768],[3396],[3.80382]
chr2:40767700-40768700,1000,[],[],[]
chr2:42567834-42568834,1000,[1202],[2741],[6.01315]
chr2:44578244-44579244,1000,[34],[2104],[5.88073]
chr2:46826139-46827139,1000,[],[],[]
chr2:46858086-46859086,1000,[],[],[]
chr2:54330832-54331832,1000,[-308, 281],[317, 244],[2.53888, 2.60798]
chr2:62386812-62387812,1000,[],[],[]
chr2:65329212-65330212,1000,[258],[869],[5.37896]
chr2:66805959-66806959,1000,[-512],[644],[3.59899]
chr2:69888981-69889981,1000,[],[],[]
chr2:72395715-72396715,1000,[],[],[]
chr2:74931192-74932192,1000,[],[],[]
chr2:74940008-74941008,1000,[],[],[]
chr2:91756122-91757122,1000,[],[],[]
chr2:95704753-95705753,1000,[],[],[]
chr2:91762908-91763908,1000,[],[],[]
chr2:91762973-91763973,1000,[],[],[]
chr2:3510296-3511296,1000,[-1074],[1474],[3.83199]
chr2:11327925-11328925,1000,[],[],[]
chr2:11328725-11329725,1000,[],[],[]
chr2:13663937-13664937,1000,[-560],[395],[2.92601]
chr2:14814235-14815235,1000,[],[],[]
chr2:15313579-15314579,1000,[],[],[]
