chr1:12670368-12671168,800,[460],[1266],[4.21282]
chr1:12672770-12673570,800,[-731, 461],[728, 308],[3.01213, 2.42055]
chr1:29506112-29506912,800,[-304],[1030],[3.17357]
chr1:33969573-33970373,800,[],[],[]
chr1:43605563-43606363,800,[],[],[]
chr1:45861772-45862572,800,[],[],[]
chr1:46888167-46888967,800,[],[],[]
chr1:52436973-52437773,800,[],[],[]
chr1:56957552-56958352,800,[-496],[322],[3.02842]
chr1:59286014-59286814,800,[],[],[]
chr1:66809283-66810083,800,[],[],[]
chr1:66810583-66811383,800,[],[],[]
chr1:68561616-68562416,800,[],[],[]
chr1:94247255-94248055,800,[-1193],[1609],[8.10844]
chr1:100171956-100172756,800,[],[],[]
chr1:109078571-109079371,800,[],[],[]
chr1:109082787-109083587,800,[],[],[]
chr1:114053168-114053968,800,[],[],[]
chr1:114236890-114237690,800,[],[],[]
chr1:115107948-115108748,800,[],[],[]
chr1:118383770-118384570,800,[1368],[2039],[6.53088]
chr1:119703832-119704632,800,[],[],[]
chr1:119705364-119706164,800,[],[],[]
chr1:144596260-144597060,800,[],[],[]
chr1:144605793-144606593,800,[],[],[]
chr1:144606715-144607515,800,[],[],[]
chr1:144608065-144608865,800,[],[],[]
chr1:144931562-144932362,800,[],[],[]
chr1:144936133-144936933,800,[214],[544],[1.69863]
chr1:16924465-16925265,800,[],[],[]
chr1:149678904-149679704,800,[],[],[]
chr1:149681700-149682500,800,[],[],[]
chr1:21769069-21769869,800,[],[],[]
chr15:75869482-75870282,800,[-301],[866],[3.13355]
chr1:145008695-145009495,800,[452],[1600],[3.904]
chr1:145006458-145007258,800,[523],[273],[1.73358]
chr1:145005197-145005997,800,[],[],[]
chr1:150609854-150610654,800,[],[],[]
chr1:155542215-155543015,800,[],[],[]
chr1:160962126-160962926,800,[-286],[331],[3.56713]
chr1:167142990-167143790,800,[-84],[1200],[5.01367]
chr1:193087092-193087892,800,[],[],[]
chr1:193231678-193232478,800,[],[],[]
chr1:193232301-193233101,800,[],[],[]
chr1:193235749-193236549,800,[],[],[]
chr1:193434271-193435071,800,[],[],[]
chr1:205640528-205641328,800,[411],[907],[5.75104]
chr1:205642028-205642828,800,[-457, -9, 339],[248, 312, 191],[1.61805, 3.50544, 2.41645]
chr1:205642428-205643228,800,[-409, -61],[312, 191],[3.50544, 2.41645]
chr1:205643388-205644188,800,[],[],[]
chr1:205647391-205648191,800,[348],[1353],[4.42823]
chr1:207178445-207179245,800,[556],[2877],[7.56587]
chr1:207180445-207181245,800,[-1444, 863],[2877, 1408],[7.56587, 4.21126]
chr1:207180962-207181762,800,[346],[1408],[4.21126]
chr1:207183179-207183979,800,[],[],[]
chr1:224391271-224392071,800,[7],[1844],[7.74234]
