chr1:1057191-1058791,1600,[-535],[421],[6.87135]
chr1:1059627-1061227,1600,[],[],[]
chr1:1063648-1065248,1600,[],[],[]
chr1:1064925-1066525,1600,[],[],[]
chr1:12669970-12671570,1600,[],[],[]
chr1:19977293-19978893,1600,[],[],[]
chr1:29503312-29504912,1600,[],[],[]
chr1:31890983-31892583,1600,[],[],[]
chr1:32028501-32030101,1600,[],[],[]
chr1:33966773-33968373,1600,[],[],[]
chr1:53144083-53145683,1600,[],[],[]
chr1:56954752-56956352,1600,[],[],[]
chr1:68558816-68560416,1600,[],[],[]
chr1:84751170-84752770,1600,[],[],[]
chr1:94244455-94246055,1600,[],[],[]
chr1:95349056-95350656,1600,[],[],[]
chr1:100169156-100170756,1600,[],[],[]
chr1:114050368-114051968,1600,[],[],[]
chr1:114234090-114235690,1600,[],[],[]
chr1:117028447-117030047,1600,[],[],[]
chr1:118380970-118382570,1600,[],[],[]
chr1:119701032-119702632,1600,[],[],[]
chr1:119702564-119704164,1600,[],[],[]
chr1:144602993-144604593,1600,[],[],[]
chr1:144603915-144605515,1600,[],[],[]
chr1:144605265-144606865,1600,[],[],[]
chr1:144835378-144836978,1600,[],[],[]
chr1:144928762-144930362,1600,[1380],[4654],[77.17201]
chr1:144933333-144934933,1600,[],[],[]
chr1:16921665-16923265,1600,[],[],[]
chr1:149676104-149677704,1600,[],[],[]
chr1:149663894-149665494,1600,[],[],[]
chr15:75866682-75868282,1600,[],[],[]
chr1:147917399-147918999,1600,[],[],[]
chr1:145005895-145007495,1600,[],[],[]
chr1:145003658-145005258,1600,[],[],[]
chr1:145002397-145003997,1600,[],[],[]
chr1:144977913-144979513,1600,[],[],[]
chr1:150607054-150608654,1600,[],[],[]
chr1:151830098-151831698,1600,[],[],[]
chr1:155435691-155437291,1600,[],[],[]
chr1:155441751-155443351,1600,[],[],[]
chr1:155539415-155541015,1600,[],[],[]
chr1:160959326-160960926,1600,[],[],[]
chr1:169086261-169087861,1600,[],[],[]
chr1:169088238-169089838,1600,[],[],[]
