chr2:102726028-102726728,700,[169],[611],[3.07446]
chr2:103104552-103105252,700,[-259],[422],[2.69569]
chr2:128649613-128650313,700,[],[],[]
chr2:158251313-158252013,700,[402],[600],[2.50538]
chr2:160096158-160096858,700,[],[],[]
chr2:160098410-160099110,700,[],[],[]
chr2:172619567-172620267,700,[],[],[]
chr2:173314671-173315371,700,[],[],[]
chr2:187389417-187390117,700,[],[],[]
chr2:191812575-191813275,700,[-529, 457],[531, 1113],[2.8941, 2.88249]
chr2:201288140-201288840,700,[],[],[]
chr2:20407548-20408248,700,[-591],[2078],[3.2614]
chr2:20752718-20753418,700,[],[],[]
chr2:207979618-207980318,700,[],[],[]
chr2:237481298-237481998,700,[],[],[]
chr2:23900387-23901087,700,[],[],[]
chr2:238015223-238015923,700,[],[],[]
chr2:238692704-238693404,700,[],[],[]
chr2:238698910-238699610,700,[],[],[]
chr2:238808285-238808985,700,[],[],[]
chr2:238809264-238809964,700,[],[],[]
chr2:240751961-240752661,700,[-249, 334],[242, 380],[2.74561, 3.04711]
chr2:24322674-24323374,700,[],[],[]
chr2:242700900-242701600,700,[],[],[]
chr2:242701807-242702507,700,[-209],[407],[2.69569]
chr2:242702091-242702791,700,[-493],[407],[2.69569]
chr2:28652195-28652895,700,[],[],[]
chr2:39339255-39339955,700,[],[],[]
chr2:40765450-40766150,700,[],[],[]
chr2:42565584-42566284,700,[],[],[]
chr2:44575994-44576694,700,[],[],[]
chr2:46823889-46824589,700,[],[],[]
chr2:46855836-46856536,700,[],[],[]
chr2:54328582-54329282,700,[],[],[]
chr2:62384562-62385262,700,[],[],[]
chr2:65326962-65327662,700,[],[],[]
chr2:66803709-66804409,700,[-703, 539],[1223, 969],[4.05399, 2.89658]
chr2:69886731-69887431,700,[],[],[]
chr2:72393465-72394165,700,[],[],[]
chr2:74928942-74929642,700,[],[],[]
chr2:74937758-74938458,700,[],[],[]
chr2:91753872-91754572,700,[],[],[]
chr2:95702503-95703203,700,[],[],[]
chr2:91760658-91761358,700,[],[],[]
chr2:91760723-91761423,700,[],[],[]
chr2:3508046-3508746,700,[],[],[]
chr2:11325675-11326375,700,[],[],[]
chr2:11326475-11327175,700,[],[],[]
chr2:13661687-13662387,700,[423],[311],[2.25283]
chr2:14811985-14812685,700,[],[],[]
chr2:15311329-15312029,700,[],[],[]
chr2:20406610-20407310,700,[347],[2078],[3.2614]
chr2:20411220-20411920,700,[],[],[]
chr2:20413444-20414144,700,[-954],[1454],[2.87509]
chr2:20415820-20416520,700,[],[],[]
chr2:20471315-20472015,700,[],[],[]
chr2:20800122-20800822,700,[],[],[]
chr2:20809509-20810209,700,[-19],[751],[2.76743]
chr2:20811309-20812009,700,[-131],[515],[3.60113]
chr2:23933819-23934519,700,[],[],[]
chr2:26282828-26283528,700,[],[],[]
chr2:26286239-26286939,700,[],[],[]
chr2:26289918-26290618,700,[],[],[]
chr2:28540817-28541517,700,[746],[931],[3.22272]
chr2:28542716-28543416,700,[],[],[]
chr2:28544426-28545126,700,[],[],[]
chr2:28555116-28555816,700,[],[],[]
chr2:29173694-29174394,700,[744],[1122],[3.02429]
