chr1:2222989-2224089,1100,[-294],[1622],[6.05832]
chr1:2225144-2226244,1100,[],[],[]
chr1:20082995-20084095,1100,[],[],[]
chr1:29501362-29502462,1100,[],[],[]
chr1:31889033-31890133,1100,[-536],[3232],[4.46057]
chr1:33964823-33965923,1100,[],[],[]
chr1:39636722-39637822,1100,[],[],[]
chr1:40115457-40116557,1100,[],[],[]
chr1:40116822-40117922,1100,[],[],[]
chr1:43600813-43601913,1100,[463],[2335],[3.34663]
chr1:44375822-44376922,1100,[],[],[]
chr1:56952802-56953902,1100,[],[],[]
chr1:59281264-59282364,1100,[-398, 1857],[386, 2908],[1.59895, 5.32368]
chr1:66804533-66805633,1100,[],[],[]
chr1:66805833-66806933,1100,[],[],[]
chr1:78606234-78607334,1100,[],[],[]
chr1:94242505-94243605,1100,[45],[4158],[4.90469]
chr1:100167206-100168306,1100,[],[],[]
chr1:100536524-100537624,1100,[],[],[]
chr1:114048418-114049518,1100,[],[],[]
chr1:114232140-114233240,1100,[],[],[]
chr1:118379020-118380120,1100,[],[],[]
chr1:119699082-119700182,1100,[],[],[]
chr1:119700614-119701714,1100,[],[],[]
chr1:144601043-144602143,1100,[],[],[]
chr1:144601965-144603065,1100,[],[],[]
chr1:144603315-144604415,1100,[],[],[]
chr1:144833428-144834528,1100,[],[],[]
chr1:144926812-144927912,1100,[1162],[5453],[3.5295]
chr1:144931383-144932483,1100,[],[],[]
chr1:16919715-16920815,1100,[156, 997],[508, 1001],[3.07231, 3.71781]
chr1:149674154-149675254,1100,[],[],[]
chr1:149661944-149663044,1100,[],[],[]
chr1:21764319-21765419,1100,[],[],[]
chr15:75864732-75865832,1100,[-456, 538],[279, 1195],[2.34136, 3.13355]
chr1:147915449-147916549,1100,[],[],[]
chr1:145003945-145005045,1100,[],[],[]
chr1:145001708-145002808,1100,[],[],[]
chr1:145000447-145001547,1100,[],[],[]
chr1:144975847-144976947,1100,[],[],[]
chr1:144975963-144977063,1100,[],[],[]
chr1:144980966-144982066,1100,[],[],[]
chr1:150566026-150567126,1100,[],[],[]
chr1:150605104-150606204,1100,[],[],[]
chr1:150637670-150638770,1100,[],[],[]
chr1:151828148-151829248,1100,[],[],[]
chr1:155433741-155434841,1100,[],[],[]
chr1:155439801-155440901,1100,[],[],[]
chr1:155537465-155538565,1100,[],[],[]
chr1:160957376-160958476,1100,[],[],[]
chr1:169082888-169083988,1100,[-1692],[5006],[6.64421]
chr1:169084311-169085411,1100,[145, 659],[326, 235],[2.21728, 2.11176]
