chr2:102730528-102731628,1100,[563],[1694],[5.50379]
chr2:103109052-103110152,1100,[],[],[]
chr2:128654113-128655213,1100,[],[],[]
chr2:158255813-158256913,1100,[],[],[]
chr2:160100658-160101758,1100,[],[],[]
chr2:160102910-160104010,1100,[],[],[]
chr2:172624067-172625167,1100,[],[],[]
chr2:173319171-173320271,1100,[702],[1822],[3.38613]
chr2:187393917-187395017,1100,[],[],[]
chr2:191817075-191818175,1100,[],[],[]
chr2:201292640-201293740,1100,[],[],[]
chr2:20412048-20413148,1100,[520],[1661],[5.42608]
chr2:20757218-20758318,1100,[],[],[]
chr2:207984118-207985218,1100,[],[],[]
chr2:237485798-237486898,1100,[-757],[2458],[3.08936]
chr2:23904887-23905987,1100,[],[],[]
chr2:238019723-238020823,1100,[],[],[]
chr2:238697204-238698304,1100,[],[],[]
chr2:238703410-238704510,1100,[],[],[]
chr2:238812785-238813885,1100,[543],[3174],[6.63681]
chr2:238813764-238814864,1100,[-436],[3174],[6.63681]
chr2:240756461-240757561,1100,[],[],[]
chr2:24327174-24328274,1100,[],[],[]
chr2:242705400-242706500,1100,[],[],[]
chr2:242706307-242707407,1100,[],[],[]
chr2:242706591-242707691,1100,[],[],[]
chr2:28656695-28657795,1100,[],[],[]
chr2:39343755-39344855,1100,[],[],[]
chr2:40769950-40771050,1100,[],[],[]
chr2:42570084-42571184,1100,[-631],[1457],[4.74058]
chr2:44580494-44581594,1100,[],[],[]
chr2:46828389-46829489,1100,[],[],[]
chr2:46860336-46861436,1100,[],[],[]
chr2:54333082-54334182,1100,[],[],[]
chr2:62389062-62390162,1100,[],[],[]
chr2:65331462-65332562,1100,[],[],[]
chr2:66808209-66809309,1100,[-2161],[10006],[14.10358]
chr2:69891231-69892331,1100,[],[],[]
chr2:72397965-72399065,1100,[],[],[]
chr2:74933442-74934542,1100,[],[],[]
chr2:74942258-74943358,1100,[-142],[665],[4.46854]
chr2:91758372-91759472,1100,[],[],[]
chr2:95707003-95708103,1100,[-570, 612],[1171, 848],[4.20685, 5.19732]
chr2:91765158-91766258,1100,[],[],[]
chr2:91765223-91766323,1100,[],[],[]
chr2:3512546-3513646,1100,[],[],[]
chr2:11330175-11331275,1100,[],[],[]
chr2:11330975-11332075,1100,[],[],[]
chr2:13666187-13667287,1100,[],[],[]
chr2:14816485-14817585,1100,[],[],[]
chr2:15315829-15316929,1100,[],[],[]
chr2:20411110-20412210,1100,[],[],[]
chr2:20415720-20416820,1100,[],[],[]
chr2:20417944-20419044,1100,[-621],[225],[1.89259]
chr2:20420320-20421420,1100,[],[],[]
chr2:20475815-20476915,1100,[],[],[]
chr2:20804622-20805722,1100,[-622, 62],[439, 588],[3.96381, 5.29986]
chr2:20814009-20815109,1100,[3243],[10955],[23.87012]
chr2:20815809-20816909,1100,[1443],[10955],[23.87012]
chr2:23938319-23939419,1100,[],[],[]
chr2:26287328-26288428,1100,[],[],[]
chr2:26290739-26291839,1100,[303],[1277],[3.1864]
chr2:26294418-26295518,1100,[],[],[]
chr2:28545317-28546417,1100,[],[],[]
chr2:28547216-28548316,1100,[],[],[]
chr2:28548926-28550026,1100,[],[],[]
chr2:28559616-28560716,1100,[157, 1452],[237, 2184],[2.77668, 5.38161]
chr2:29178194-29179294,1100,[],[],[]
chr2:30827189-30828289,1100,[],[],[]
chr2:31007792-31008892,1100,[],[],[]
chr2:32065318-32066418,1100,[],[],[]
chr2:33144241-33145341,1100,[],[],[]
chr2:36771097-36772197,1100,[],[],[]
chr2:38417891-38418991,1100,[],[],[]
chr2:39709797-39710897,1100,[],[],[]
chr2:39711790-39712890,1100,[],[],[]
chr2:39714390-39715490,1100,[],[],[]
chr2:39714990-39716090,1100,[],[],[]
chr2:39716190-39717290,1100,[],[],[]
chr2:39718190-39719290,1100,[667],[1614],[5.56834]
chr2:39722290-39723390,1100,[],[],[]
chr2:39724990-39726090,1100,[],[],[]
chr2:39727493-39728593,1100,[-1009, 417],[1498, 1013],[5.2398, 2.29763]
chr2:39730690-39731790,1100,[659],[3114],[6.54944]
chr2:42571329-42572429,1100,[],[],[]
chr2:42572489-42573589,1100,[],[],[]
chr2:43297987-43299087,1100,[37],[2458],[6.38668]
chr2:44581289-44582389,1100,[],[],[]
chr2:46531988-46533088,1100,[1463],[3456],[6.1353]
chr2:46581988-46583088,1100,[],[],[]
chr2:46862442-46863542,1100,[],[],[]
chr2:46865027-46866127,1100,[],[],[]
chr2:46872876-46873976,1100,[-490],[888],[4.74442]
