chr2:102727228-102728328,1100,[478],[266],[2.52233]
chr2:103105752-103106852,1100,[],[],[]
chr2:128650813-128651913,1100,[],[],[]
chr2:158252513-158253613,1100,[-174],[396],[2.46222]
chr2:160097358-160098458,1100,[],[],[]
chr2:160099610-160100710,1100,[],[],[]
chr2:172620767-172621867,1100,[],[],[]
chr2:173315871-173316971,1100,[],[],[]
chr2:187390617-187391717,1100,[],[],[]
chr2:191813775-191814875,1100,[],[],[]
chr2:201289340-201290440,1100,[],[],[]
chr2:20408748-20409848,1100,[-910, 620],[1733, 1176],[7.94146, 6.37091]
chr2:20753918-20755018,1100,[],[],[]
chr2:207980818-207981918,1100,[],[],[]
chr2:237482498-237483598,1100,[221],[1251],[3.68842]
chr2:23901587-23902687,1100,[],[],[]
chr2:238016423-238017523,1100,[],[],[]
chr2:238693904-238695004,1100,[],[],[]
chr2:238700110-238701210,1100,[],[],[]
chr2:238809485-238810585,1100,[],[],[]
chr2:238810464-238811564,1100,[],[],[]
chr2:240753161-240754261,1100,[],[],[]
chr2:24323874-24324974,1100,[],[],[]
chr2:242702100-242703200,1100,[-637, 464],[505, 361],[3.44629, 2.84694]
chr2:242703007-242704107,1100,[-443],[361],[2.84694]
chr2:242703291-242704391,1100,[-727],[361],[2.84694]
chr2:28653395-28654495,1100,[],[],[]
chr2:39340455-39341555,1100,[],[],[]
chr2:40766650-40767750,1100,[],[],[]
chr2:42566784-42567884,1100,[],[],[]
chr2:44577194-44578294,1100,[579],[1059],[2.27233]
chr2:46825089-46826189,1100,[],[],[]
chr2:46857036-46858136,1100,[],[],[]
chr2:54329782-54330882,1100,[],[],[]
chr2:62385762-62386862,1100,[],[],[]
chr2:65328162-65329262,1100,[],[],[]
chr2:66804909-66806009,1100,[1139],[10006],[14.10358]
chr2:69887931-69889031,1100,[],[],[]
chr2:72394665-72395765,1100,[],[],[]
chr2:74930142-74931242,1100,[],[],[]
chr2:74938958-74940058,1100,[],[],[]
chr2:91755072-91756172,1100,[],[],[]
chr2:95703703-95704803,1100,[],[],[]
chr2:91761858-91762958,1100,[],[],[]
chr2:91761923-91763023,1100,[],[],[]
