chr1:12666868-12667468,600,[219],[278],[3.3554]
chr1:12669270-12669870,600,[-137],[215],[2.48175]
chr1:29502612-29503212,600,[238],[256],[2.66286]
chr1:33966073-33966673,600,[],[],[]
chr1:43602063-43602663,600,[],[],[]
chr1:45858272-45858872,600,[],[],[]
chr1:46884667-46885267,600,[],[],[]
chr1:52433473-52434073,600,[],[],[]
chr1:56954052-56954652,600,[],[],[]
chr1:59282514-59283114,600,[],[],[]
chr1:66805783-66806383,600,[],[],[]
chr1:66807083-66807683,600,[],[],[]
chr1:68558116-68558716,600,[],[],[]
chr1:94243755-94244355,600,[],[],[]
chr1:100168456-100169056,600,[],[],[]
chr1:109075071-109075671,600,[],[],[]
chr1:109079287-109079887,600,[],[],[]
chr1:114049668-114050268,600,[],[],[]
chr1:114233390-114233990,600,[],[],[]
chr1:115104448-115105048,600,[],[],[]
chr1:118380270-118380870,600,[-172],[375],[2.14955]
chr1:119700332-119700932,600,[-120],[280],[2.84619]
chr1:119701864-119702464,600,[76],[1462],[3.48666]
chr1:144592760-144593360,600,[],[],[]
chr1:144602293-144602893,600,[],[],[]
chr1:144603215-144603815,600,[],[],[]
chr1:144604565-144605165,600,[],[],[]
chr1:144928062-144928662,600,[],[],[]
chr1:144932633-144933233,600,[],[],[]
chr1:16920965-16921565,600,[],[],[]
chr1:149675404-149676004,600,[],[],[]
chr1:149678200-149678800,600,[],[],[]
chr1:21765569-21766169,600,[],[],[]
chr15:75865982-75866582,600,[],[],[]
chr1:145005195-145005795,600,[],[],[]
chr1:145002958-145003558,600,[],[],[]
chr1:145001697-145002297,600,[],[],[]
chr1:150606354-150606954,600,[],[],[]
chr1:155538715-155539315,600,[],[],[]
chr1:160958626-160959226,600,[],[],[]
chr1:167139490-167140090,600,[],[],[]
chr1:193083592-193084192,600,[],[],[]
chr1:193228178-193228778,600,[],[],[]
chr1:193228801-193229401,600,[],[],[]
chr1:193232249-193232849,600,[],[],[]
chr1:193430771-193431371,600,[],[],[]
chr1:205637028-205637628,600,[],[],[]
chr1:205638528-205639128,600,[],[],[]
chr1:205638928-205639528,600,[],[],[]
chr1:205639888-205640488,600,[],[],[]
chr1:205643891-205644491,600,[],[],[]
chr1:207174945-207175545,600,[],[],[]
chr1:207176945-207177545,600,[],[],[]
chr1:207177462-207178062,600,[],[],[]
chr1:207179679-207180279,600,[],[],[]
chr1:224387771-224388371,600,[],[],[]
chr1:224644502-224645102,600,[],[],[]
chr1:226913501-226914101,600,[24],[175],[1.87107]
chr1:226914001-226914601,600,[],[],[]
chr1:226916601-226917201,600,[-323],[605],[2.783]
chr1:236651956-236652556,600,[],[],[]
chr1:236652772-236653372,600,[],[],[]
chr1:236653734-236654334,600,[],[],[]
chr10:3333624-3334224,600,[],[],[]
chr10:13763928-13764528,600,[],[],[]
chr10:17484599-17485199,600,[],[],[]
chr10:17486199-17486799,600,[],[],[]
chr10:22721629-22722229,600,[],[],[]
chr10:22725029-22725629,600,[],[],[]
chr10:29717693-29718293,600,[],[],[]
chr10:32257492-32258092,600,[],[],[]
chr10:32260129-32260729,600,[],[],[]
chr10:43338938-43339538,600,[],[],[]
chr10:43895748-43896348,600,[-209, 108],[263, 220],[3.00391, 2.65151]
chr10:51541677-51542277,600,[],[],[]
chr10:47091980-47092580,600,[],[],[]
chr10:50648446-50649046,600,[],[],[]
chr10:50652768-50653368,600,[],[],[]
chr10:50653740-50654340,600,[],[],[]
chr10:65362558-65363158,600,[],[],[]
chr10:84923577-84924177,600,[],[],[]
chr10:88965357-88965957,600,[],[],[]
chr10:88970258-88970858,600,[],[],[]
chr10:88972457-88973057,600,[],[],[]
chr10:88974553-88975153,600,[],[],[]
chr10:104273088-104273688,600,[],[],[]
chr10:118649424-118650024,600,[],[],[]
chr10:121251312-121251912,600,[],[],[]
chr10:121252912-121253512,600,[],[],[]
chr10:121253763-121254363,600,[],[],[]
chr10:123906790-123907390,600,[436],[369],[3.37315]
chr10:123910815-123911415,600,[],[],[]
chr10:123912839-123913439,600,[],[],[]
chr10:134222510-134223110,600,[],[],[]
chr10:134387582-134388182,600,[],[],[]
chr10:135224060-135224660,600,[858],[2918],[7.01615]
chr11:513889-514489,600,[],[],[]
chr11:11930060-11930660,600,[],[],[]
chr11:14669046-14669646,600,[],[],[]
chr11:14669646-14670246,600,[],[],[]
chr11:17364149-17364749,600,[],[],[]
chr11:34685353-34685953,600,[],[],[]
chr11:43886784-43887384,600,[],[],[]
chr11:43889150-43889750,600,[],[],[]
chr11:58802691-58803291,600,[],[],[]
chr11:58803564-58804164,600,[],[],[]
chr11:58846561-58847161,600,[],[],[]
chr11:60597522-60598122,600,[],[],[]
chr11:65434972-65435572,600,[],[],[]
chr11:66426012-66426612,600,[-329, 302],[206, 237],[3.61922, 2.98604]
chr11:68345639-68346239,600,[-7],[1535],[2.93478]
chr11:71453238-71453838,600,[],[],[]
chr11:74530346-74530946,600,[-358, 419],[603, 506],[2.47442, 2.50885]
chr11:74531846-74532446,600,[-72],[291],[2.07074]
chr11:76755744-76756344,600,[],[],[]
chr11:86354087-86354687,600,[],[],[]
chr11:86627442-86628042,600,[],[],[]
chr11:102047331-102047931,600,[],[],[]
chr11:113247077-113247677,600,[],[],[]
chr11:114038123-114038723,600,[],[],[]
chr11:114041622-114042222,600,[],[],[]
chr11:114044552-114045152,600,[],[],[]
chr11:114160321-114160921,600,[],[],[]
chr12:80673-81273,600,[],[],[]
chr12:13357334-13357934,600,[-285],[175],[2.29206]
chr12:52509008-52509608,600,[],[],[]
chr12:52511084-52511684,600,[],[],[]
chr12:52512164-52512764,600,[],[],[]
chr12:66395938-66396538,600,[],[],[]
chr12:69658730-69659330,600,[-406, 195],[379, 322],[2.92675, 1.63566]
chr12:120917566-120918166,600,[],[],[]
chr12:133014797-133015397,600,[],[],[]
chr12:133020527-133021127,600,[],[],[]
chr13:24203566-24204166,600,[],[],[]
chr13:24227158-24227758,600,[],[],[]
chr13:24236200-24236800,600,[],[],[]
chr13:24254056-24254656,600,[],[],[]
chr13:24268615-24269215,600,[],[],[]
chr13:24276014-24276614,600,[],[],[]
