chr1:12668068-12668668,600,[-18],[375],[2.37835]
chr1:12670470-12671070,600,[354],[1431],[5.42648]
chr1:29503812-29504412,600,[],[],[]
chr1:33967273-33967873,600,[],[],[]
chr1:43603263-43603863,600,[],[],[]
chr1:45859472-45860072,600,[],[],[]
chr1:46885867-46886467,600,[],[],[]
chr1:52434673-52435273,600,[],[],[]
chr1:56955252-56955852,600,[],[],[]
chr1:59283714-59284314,600,[],[],[]
chr1:66806983-66807583,600,[],[],[]
chr1:66808283-66808883,600,[],[],[]
chr1:68559316-68559916,600,[],[],[]
chr1:94244955-94245555,600,[],[],[]
chr1:100169656-100170256,600,[],[],[]
chr1:109076271-109076871,600,[],[],[]
chr1:109080487-109081087,600,[],[],[]
chr1:114050868-114051468,600,[],[],[]
chr1:114234590-114235190,600,[-48],[310],[2.62268]
chr1:115105648-115106248,600,[],[],[]
chr1:118381470-118382070,600,[],[],[]
chr1:119701532-119702132,600,[408],[1462],[3.48666]
chr1:119703064-119703664,600,[45],[404],[1.84854]
chr1:144593960-144594560,600,[],[],[]
chr1:144603493-144604093,600,[],[],[]
chr1:144604415-144605015,600,[],[],[]
chr1:144605765-144606365,600,[],[],[]
chr1:144929262-144929862,600,[],[],[]
chr1:144933833-144934433,600,[],[],[]
chr1:16922165-16922765,600,[],[],[]
chr1:149676604-149677204,600,[],[],[]
chr1:149679400-149680000,600,[],[],[]
chr1:21766769-21767369,600,[],[],[]
chr15:75867182-75867782,600,[],[],[]
chr1:145006395-145006995,600,[],[],[]
chr1:145004158-145004758,600,[],[],[]
chr1:145002897-145003497,600,[],[],[]
chr1:150607554-150608154,600,[],[],[]
chr1:155539915-155540515,600,[-140],[624],[2.88372]
chr1:160959826-160960426,600,[],[],[]
chr1:167140690-167141290,600,[],[],[]
chr1:193084792-193085392,600,[],[],[]
chr1:193229378-193229978,600,[],[],[]
chr1:193230001-193230601,600,[],[],[]
chr1:193233449-193234049,600,[],[],[]
chr1:193431971-193432571,600,[],[],[]
chr1:205638228-205638828,600,[],[],[]
chr1:205639728-205640328,600,[],[],[]
chr1:205640128-205640728,600,[],[],[]
chr1:205641088-205641688,600,[],[],[]
chr1:205645091-205645691,600,[],[],[]
chr1:207176145-207176745,600,[],[],[]
chr1:207178145-207178745,600,[],[],[]
chr1:207178662-207179262,600,[],[],[]
chr1:207180879-207181479,600,[],[],[]
chr1:224388971-224389571,600,[],[],[]
chr1:224645702-224646302,600,[387],[178],[2.08633]
chr1:226914701-226915301,600,[123],[373],[2.26409]
chr1:226915201-226915801,600,[-377],[373],[2.26409]
chr1:226917801-226918401,600,[124],[765],[1.45882]
chr1:236653156-236653756,600,[],[],[]
chr1:236653972-236654572,600,[],[],[]
chr1:236654934-236655534,600,[],[],[]
chr10:3334824-3335424,600,[],[],[]
chr10:13765128-13765728,600,[],[],[]
chr10:17485799-17486399,600,[],[],[]
chr10:17487399-17487999,600,[],[],[]
chr10:22722829-22723429,600,[],[],[]
chr10:22726229-22726829,600,[],[],[]
chr10:29718893-29719493,600,[],[],[]
chr10:32258692-32259292,600,[],[],[]
chr10:32261329-32261929,600,[],[],[]
chr10:43340138-43340738,600,[],[],[]
chr10:43896948-43897548,600,[-31],[718],[1.99323]
chr10:51542877-51543477,600,[],[],[]
chr10:47093180-47093780,600,[],[],[]
chr10:50649646-50650246,600,[],[],[]
chr10:50653968-50654568,600,[],[],[]
chr10:50654940-50655540,600,[],[],[]
chr10:65363758-65364358,600,[-75],[297],[2.86153]
chr10:84924777-84925377,600,[],[],[]
chr10:88966557-88967157,600,[],[],[]
chr10:88971458-88972058,600,[],[],[]
chr10:88973657-88974257,600,[],[],[]
chr10:88975753-88976353,600,[],[],[]
chr10:104274288-104274888,600,[-265],[232],[2.19531]
chr10:118650624-118651224,600,[],[],[]
chr10:121252512-121253112,600,[],[],[]
chr10:121254112-121254712,600,[],[],[]
chr10:121254963-121255563,600,[],[],[]
chr10:123907990-123908590,600,[297],[251],[3.1033]
chr10:123912015-123912615,600,[],[],[]
chr10:123914039-123914639,600,[],[],[]
chr10:134223710-134224310,600,[],[],[]
chr10:134388782-134389382,600,[],[],[]
chr10:135225260-135225860,600,[-342],[2918],[7.01615]
chr11:515089-515689,600,[-330],[771],[3.37315]
chr11:11931260-11931860,600,[117],[571],[3.54752]
chr11:14670246-14670846,600,[],[],[]
chr11:14670846-14671446,600,[],[],[]
chr11:17365349-17365949,600,[],[],[]
chr11:34686553-34687153,600,[],[],[]
chr11:43887984-43888584,600,[],[],[]
chr11:43890350-43890950,600,[],[],[]
chr11:58803891-58804491,600,[],[],[]
chr11:58804764-58805364,600,[],[],[]
chr11:58847761-58848361,600,[],[],[]
chr11:60598722-60599322,600,[],[],[]
chr11:65436172-65436772,600,[],[],[]
chr11:66427212-66427812,600,[-374, 200],[335, 294],[2.62722, 1.9628]
chr11:68346839-68347439,600,[585],[765],[2.65511]
chr11:71454438-71455038,600,[],[],[]
chr11:74531546-74532146,600,[228],[291],[2.07074]
chr11:74533046-74533646,600,[1408],[3985],[4.20077]
chr11:76756944-76757544,600,[],[],[]
chr11:86355287-86355887,600,[],[],[]
chr11:86628642-86629242,600,[],[],[]
chr11:102048531-102049131,600,[],[],[]
chr11:113248277-113248877,600,[],[],[]
chr11:114039323-114039923,600,[],[],[]
chr11:114042822-114043422,600,[],[],[]
chr11:114045752-114046352,600,[],[],[]
chr11:114161521-114162121,600,[],[],[]
chr12:81873-82473,600,[],[],[]
chr12:13358534-13359134,600,[],[],[]
chr12:52510208-52510808,600,[],[],[]
chr12:52512284-52512884,600,[],[],[]
chr12:52513364-52513964,600,[],[],[]
chr12:66397138-66397738,600,[],[],[]
chr12:69659930-69660530,600,[642],[769],[2.947]
chr12:120918766-120919366,600,[],[],[]
chr12:133015997-133016597,600,[],[],[]
chr12:133021727-133022327,600,[],[],[]
chr13:24204766-24205366,600,[],[],[]
chr13:24228358-24228958,600,[],[],[]
chr13:24237400-24238000,600,[],[],[]
chr13:24255256-24255856,600,[],[],[]
chr13:24269815-24270415,600,[],[],[]
chr13:24277214-24277814,600,[],[],[]
chr13:24281725-24282325,600,[],[],[]
chr13:24283591-24284191,600,[],[],[]
chr13:24297539-24298139,600,[],[],[]
chr13:24298040-24298640,600,[],[],[]
chr13:24298679-24299279,600,[],[],[]
chr13:24370617-24371217,600,[],[],[]
chr13:24373640-24374240,600,[],[],[]
chr13:24375152-24375752,600,[],[],[]
chr13:33104937-33105537,600,[430],[587],[2.41434]
chr13:33105737-33106337,600,[-370, 367],[587, 509],[2.41434, 2.85539]
chr13:49555536-49556136,600,[],[],[]
chr13:95740080-95740680,600,[],[],[]
chr13:95923454-95924054,600,[],[],[]
chr13:95927855-95928455,600,[],[],[]
chr13:95932554-95933154,600,[],[],[]
chr13:95937954-95938554,600,[],[],[]
chr13:95941323-95941923,600,[],[],[]
