chr1:12669268-12669868,600,[-135],[215],[2.48175]
chr1:12671670-12672270,600,[-846, 422],[1431, 664],[5.42648, 3.47941]
chr1:29505012-29505612,600,[318],[825],[3.5492]
chr1:33968473-33969073,600,[],[],[]
chr1:43604463-43605063,600,[],[],[]
chr1:45860672-45861272,600,[],[],[]
chr1:46887067-46887667,600,[],[],[]
chr1:52435873-52436473,600,[],[],[]
chr1:56956452-56957052,600,[],[],[]
chr1:59284914-59285514,600,[],[],[]
chr1:66808183-66808783,600,[],[],[]
chr1:66809483-66810083,600,[],[],[]
chr1:68560516-68561116,600,[],[],[]
chr1:94246155-94246755,600,[],[],[]
chr1:100170856-100171456,600,[],[],[]
chr1:109077471-109078071,600,[],[],[]
chr1:109081687-109082287,600,[],[],[]
chr1:114052068-114052668,600,[],[],[]
chr1:114235790-114236390,600,[],[],[]
chr1:115106848-115107448,600,[336],[1571],[2.6619]
chr1:118382670-118383270,600,[],[],[]
chr1:119702732-119703332,600,[-792, 377],[1462, 404],[3.48666, 1.84854]
chr1:119704264-119704864,600,[],[],[]
chr1:144595160-144595760,600,[],[],[]
chr1:144604693-144605293,600,[],[],[]
chr1:144605615-144606215,600,[],[],[]
chr1:144606965-144607565,600,[],[],[]
chr1:144930462-144931062,600,[],[],[]
chr1:144935033-144935633,600,[],[],[]
chr1:16923365-16923965,600,[],[],[]
chr1:149677804-149678404,600,[],[],[]
chr1:149680600-149681200,600,[],[],[]
chr1:21767969-21768569,600,[],[],[]
chr15:75868382-75868982,600,[],[],[]
chr1:145007595-145008195,600,[],[],[]
chr1:145005358-145005958,600,[],[],[]
chr1:145004097-145004697,600,[],[],[]
chr1:150608754-150609354,600,[],[],[]
chr1:155541115-155541715,600,[9],[432],[2.70684]
chr1:160961026-160961626,600,[],[],[]
chr1:167141890-167142490,600,[],[],[]
chr1:193085992-193086592,600,[],[],[]
chr1:193230578-193231178,600,[],[],[]
chr1:193231201-193231801,600,[],[],[]
chr1:193234649-193235249,600,[-54],[218],[3.23822]
chr1:193433171-193433771,600,[],[],[]
chr1:205639428-205640028,600,[],[],[]
chr1:205640928-205641528,600,[],[],[]
chr1:205641328-205641928,600,[],[],[]
chr1:205642288-205642888,600,[385],[250],[1.99032]
chr1:205646291-205646891,600,[],[],[]
chr1:207177345-207177945,600,[],[],[]
chr1:207179345-207179945,600,[],[],[]
chr1:207179862-207180462,600,[],[],[]
chr1:207182079-207182679,600,[60],[224],[2.06132]
chr1:224390171-224390771,600,[],[],[]
chr1:224646902-224647502,600,[],[],[]
chr1:226915901-226916501,600,[377],[605],[2.783]
chr1:226916401-226917001,600,[-123],[605],[2.783]
chr1:226919001-226919601,600,[],[],[]
chr1:236654356-236654956,600,[],[],[]
chr1:236655172-236655772,600,[],[],[]
chr1:236656134-236656734,600,[],[],[]
chr10:3336024-3336624,600,[],[],[]
chr10:13766328-13766928,600,[],[],[]
chr10:17486999-17487599,600,[],[],[]
chr10:17488599-17489199,600,[],[],[]
chr10:22724029-22724629,600,[],[],[]
chr10:22727429-22728029,600,[],[],[]
chr10:29720093-29720693,600,[],[],[]
chr10:32259892-32260492,600,[],[],[]
chr10:32262529-32263129,600,[],[],[]
chr10:43341338-43341938,600,[],[],[]
chr10:43898148-43898748,600,[52],[1646],[2.73614]
chr10:51544077-51544677,600,[],[],[]
chr10:47094380-47094980,600,[],[],[]
chr10:50650846-50651446,600,[],[],[]
chr10:50655168-50655768,600,[],[],[]
chr10:50656140-50656740,600,[],[],[]
chr10:65364958-65365558,600,[],[],[]
chr10:84925977-84926577,600,[],[],[]
chr10:88967757-88968357,600,[],[],[]
chr10:88972658-88973258,600,[],[],[]
chr10:88974857-88975457,600,[],[],[]
chr10:88976953-88977553,600,[],[],[]
chr10:104275488-104276088,600,[],[],[]
chr10:118651824-118652424,600,[],[],[]
chr10:121253712-121254312,600,[],[],[]
chr10:121255312-121255912,600,[],[],[]
chr10:121256163-121256763,600,[],[],[]
chr10:123909190-123909790,600,[],[],[]
chr10:123913215-123913815,600,[],[],[]
chr10:123915239-123915839,600,[],[],[]
chr10:134224910-134225510,600,[],[],[]
chr10:134389982-134390582,600,[],[],[]
chr10:135226460-135227060,600,[-1542, 465],[2918, 410],[7.01615, 3.91285]
chr11:516289-516889,600,[-100],[210],[4.04778]
chr11:11932460-11933060,600,[],[],[]
chr11:14671446-14672046,600,[],[],[]
chr11:14672046-14672646,600,[],[],[]
chr11:17366549-17367149,600,[],[],[]
chr11:34687753-34688353,600,[],[],[]
chr11:43889184-43889784,600,[],[],[]
chr11:43891550-43892150,600,[],[],[]
chr11:58805091-58805691,600,[],[],[]
chr11:58805964-58806564,600,[],[],[]
chr11:58848961-58849561,600,[],[],[]
chr11:60599922-60600522,600,[],[],[]
chr11:65437372-65437972,600,[],[],[]
chr11:66428412-66429012,600,[165],[681],[2.97716]
chr11:68348039-68348639,600,[-615, 1087],[765, 1749],[2.65511, 3.60006]
chr11:71455638-71456238,600,[],[],[]
chr11:74532746-74533346,600,[1708],[3985],[4.20077]
chr11:74534246-74534846,600,[208],[3985],[4.20077]
chr11:76758144-76758744,600,[],[],[]
chr11:86356487-86357087,600,[],[],[]
chr11:86629842-86630442,600,[],[],[]
chr11:102049731-102050331,600,[324],[763],[3.40131]
chr11:113249477-113250077,600,[],[],[]
chr11:114040523-114041123,600,[],[],[]
chr11:114044022-114044622,600,[],[],[]
chr11:114046952-114047552,600,[],[],[]
chr11:114162721-114163321,600,[],[],[]
chr12:83073-83673,600,[648],[1660],[2.44007]
chr12:13359734-13360334,600,[367],[376],[2.75924]
chr12:52511408-52512008,600,[],[],[]
chr12:52513484-52514084,600,[],[],[]
chr12:52514564-52515164,600,[],[],[]
chr12:66398338-66398938,600,[],[],[]
chr12:69661130-69661730,600,[-558, 329],[769, 177],[2.947, 2.13109]
chr12:120919966-120920566,600,[],[],[]
chr12:133017197-133017797,600,[],[],[]
chr12:133022927-133023527,600,[],[],[]
chr13:24205966-24206566,600,[],[],[]
chr13:24229558-24230158,600,[],[],[]
chr13:24238600-24239200,600,[],[],[]
chr13:24256456-24257056,600,[],[],[]
chr13:24271015-24271615,600,[],[],[]
chr13:24278414-24279014,600,[],[],[]
chr13:24282925-24283525,600,[],[],[]
chr13:24284791-24285391,600,[],[],[]
chr13:24298739-24299339,600,[],[],[]
chr13:24299240-24299840,600,[],[],[]
chr13:24299879-24300479,600,[],[],[]
chr13:24371817-24372417,600,[-208],[458],[3.12012]
chr13:24374840-24375440,600,[],[],[]
chr13:24376352-24376952,600,[],[],[]
chr13:33106137-33106737,600,[-33],[509],[2.85539]
chr13:33106937-33107537,600,[165],[216],[2.48175]
chr13:49556736-49557336,600,[],[],[]
chr13:95741280-95741880,600,[],[],[]
chr13:95924654-95925254,600,[],[],[]
chr13:95929055-95929655,600,[],[],[]
chr13:95933754-95934354,600,[],[],[]
chr13:95939154-95939754,600,[],[],[]
chr13:95942523-95943123,600,[],[],[]
chr13:100729171-100729771,600,[],[],[]
chr13:101174740-101175340,600,[],[],[]
chr13:110075654-110076254,600,[],[],[]
chr13:110080555-110081155,600,[],[],[]
chr13:110418247-110418847,600,[],[],[]
chr13:110430147-110430747,600,[],[],[]
chr13:114557512-114558112,600,[],[],[]
chr13:114558896-114559496,600,[],[],[]
chr13:114560773-114561373,600,[],[],[]
chr14:30055322-30055922,600,[],[],[]
chr14:35822706-35823306,600,[],[],[]
chr14:38053858-38054458,600,[],[],[]
chr14:60563418-60564018,600,[-276, 573],[183, 903],[1.88112, 2.33876]
chr14:68984880-68985480,600,[],[],[]
chr14:93135872-93136472,600,[],[],[]
chr14:93137545-93138145,600,[],[],[]
chr14:93749398-93749998,600,[-15],[196],[2.62056]
chr14:93787446-93788046,600,[490],[617],[3.05677]
chr14:93790246-93790846,600,[-345, 509],[427, 736],[3.2159, 2.91518]
chr14:93791546-93792146,600,[91],[182],[2.42608]
chr14:95229064-95229664,600,[],[],[]
chr14:99887338-99887938,600,[],[],[]
chr14:99888200-99888800,600,[],[],[]
chr14:105340200-105340800,600,[],[],[]
chr15:30718303-30718903,600,[],[],[]
chr15:30719003-30719603,600,[],[],[]
chr15:32760101-32760701,600,[],[],[]
chr15:32762301-32762901,600,[],[],[]
chr15:32763401-32764001,600,[],[],[]
chr15:40691602-40692202,600,[],[],[]
chr15:41155341-41155941,600,[],[],[]
chr15:45826168-45826768,600,[],[],[]
chr15:69869495-69870095,600,[],[],[]
chr15:69996949-69997549,600,[],[],[]
chr15:69997663-69998263,600,[],[],[]
chr15:72351041-72351641,600,[],[],[]
chr15:72351981-72352581,600,[],[],[]
chr15:82976349-82976949,600,[],[],[]
chr15:82979490-82980090,600,[],[],[]
chr16:2701628-2702228,600,[],[],[]
chr16:2706143-2706743,600,[],[],[]
chr16:15074900-15075500,600,[],[],[]
chr16:15077483-15078083,600,[],[],[]
chr16:20312863-20313463,600,[],[],[]
chr16:21885832-21886432,600,[],[],[]
chr16:28387632-28388232,600,[],[],[]
chr16:30558721-30559321,600,[],[],[]
chr16:30561721-30562321,600,[],[],[]
chr16:30646921-30647521,600,[],[],[]
chr16:30841728-30842328,600,[],[],[]
chr16:67802981-67803581,600,[],[],[]
chr16:75627098-75627698,600,[57],[178],[2.83344]
chr16:83977702-83978302,600,[],[],[]
chr16:84761107-84761707,600,[],[],[]
chr16:89907008-89907608,600,[],[],[]
chr17:1051936-1052536,600,[],[],[]
chr17:3815595-3816195,600,[],[],[]
chr17:5133195-5133795,600,[],[],[]
chr17:5134095-5134695,600,[],[],[]
chr17:8264718-8265318,600,[],[],[]
chr17:8265518-8266118,600,[],[],[]
chr17:14135645-14136245,600,[],[],[]
chr17:21183012-21183612,600,[],[],[]
chr17:21184438-21185038,600,[],[],[]
chr17:27265219-27265819,600,[532],[470],[2.16288]
chr17:27266715-27267315,600,[152],[511],[3.47088]
chr17:43577690-43578290,600,[],[],[]
chr17:43579066-43579666,600,[],[],[]
chr17:44423666-44424266,600,[],[],[]
chr17:44424366-44424966,600,[],[],[]
chr17:44426766-44427366,600,[],[],[]
chr17:46825399-46825999,600,[],[],[]
chr17:48997861-48998461,600,[],[],[]
chr17:49000561-49001161,600,[],[],[]
chr17:74610456-74611056,600,[],[],[]
chr17:80238218-80238818,600,[],[],[]
chr18:8392204-8392804,600,[],[],[]
chr18:41362170-41362770,600,[],[],[]
chr18:55210468-55211068,600,[],[],[]
chr18:55211160-55211760,600,[],[],[]
chr18:55845432-55846032,600,[],[],[]
chr18:56442902-56443502,600,[],[],[]
chr18:61351434-61352034,600,[],[],[]
chr19:4710712-4711312,600,[-174],[1338],[4.86245]
chr19:8334984-8335584,600,[],[],[]
chr19:15706933-15707533,600,[],[],[]
chr19:33529506-33530106,600,[456],[385],[2.69852]
chr19:40821698-40822298,600,[],[],[]
chr19:52314653-52315253,600,[],[],[]
chr19:52315708-52316308,600,[],[],[]
chr19:53967603-53968203,600,[],[],[]
chr2:1591901-1592501,600,[],[],[]
chr2:1593819-1594419,600,[],[],[]
chr2:12165338-12165938,600,[],[],[]
chr2:20409261-20409861,600,[82],[223],[2.61688]
chr2:20413871-20414471,600,[],[],[]
chr2:20416095-20416695,600,[-338, 369],[175, 273],[2.18097, 2.50056]
chr2:28557767-28558367,600,[],[],[]
chr2:33142392-33142992,600,[],[],[]
chr2:39707948-39708548,600,[],[],[]
chr2:39709941-39710541,600,[],[],[]
chr2:39723141-39723741,600,[],[],[]
chr2:39725644-39726244,600,[],[],[]
chr2:39728841-39729441,600,[],[],[]
chr2:43673739-43674339,600,[-397],[360],[2.48133]
chr2:46860593-46861193,600,[],[],[]
chr2:48834012-48834612,600,[],[],[]
chr2:62370262-62370862,600,[],[],[]
chr2:64733158-64733758,600,[],[],[]
chr2:70497815-70498415,600,[],[],[]
chr2:71311930-71312530,600,[],[],[]
chr2:71613308-71613908,600,[-376],[357],[2.42867]
chr2:82100177-82100777,600,[],[],[]
chr2:86727032-86727632,600,[-11],[689],[5.23012]
chr2:88491436-88492036,600,[],[],[]
chr2:100439262-100439862,600,[],[],[]
chr2:101856868-101857468,600,[],[],[]
chr2:132270219-132270819,600,[],[],[]
chr2:132427773-132428373,600,[],[],[]
chr2:162885359-162885959,600,[],[],[]
chr2:165760792-165761392,600,[],[],[]
chr2:165761582-165762182,600,[],[],[]
chr2:170563512-170564112,600,[],[],[]
chr2:170569366-170569966,600,[],[],[]
