chr1:12667468-12668068,600,[-381],[278],[3.3554]
chr1:12669870-12670470,600,[954],[1431],[5.42648]
chr1:29503212-29503812,600,[-362],[256],[2.66286]
chr1:33966673-33967273,600,[],[],[]
chr1:43602663-43603263,600,[],[],[]
chr1:45858872-45859472,600,[],[],[]
chr1:46885267-46885867,600,[],[],[]
chr1:52434073-52434673,600,[],[],[]
chr1:56954652-56955252,600,[],[],[]
chr1:59283114-59283714,600,[],[],[]
chr1:66806383-66806983,600,[],[],[]
chr1:66807683-66808283,600,[],[],[]
chr1:68558716-68559316,600,[],[],[]
chr1:94244355-94244955,600,[],[],[]
chr1:100169056-100169656,600,[],[],[]
chr1:109075671-109076271,600,[],[],[]
chr1:109079887-109080487,600,[],[],[]
chr1:114050268-114050868,600,[],[],[]
chr1:114233990-114234590,600,[],[],[]
chr1:115105048-115105648,600,[],[],[]
chr1:118380870-118381470,600,[],[],[]
chr1:119700932-119701532,600,[1008],[1462],[3.48666]
chr1:119702464-119703064,600,[-524],[1462],[3.48666]
chr1:144593360-144593960,600,[],[],[]
chr1:144602893-144603493,600,[],[],[]
chr1:144603815-144604415,600,[],[],[]
chr1:144605165-144605765,600,[],[],[]
chr1:144928662-144929262,600,[],[],[]
chr1:144933233-144933833,600,[],[],[]
chr1:16921565-16922165,600,[],[],[]
chr1:149676004-149676604,600,[],[],[]
chr1:149678800-149679400,600,[],[],[]
chr1:21766169-21766769,600,[],[],[]
chr15:75866582-75867182,600,[],[],[]
chr1:145005795-145006395,600,[],[],[]
chr1:145003558-145004158,600,[],[],[]
chr1:145002297-145002897,600,[],[],[]
chr1:150606954-150607554,600,[],[],[]
chr1:155539315-155539915,600,[-52, 460],[243, 624],[2.12916, 2.88372]
chr1:160959226-160959826,600,[],[],[]
chr1:167140090-167140690,600,[],[],[]
chr1:193084192-193084792,600,[],[],[]
chr1:193228778-193229378,600,[],[],[]
chr1:193229401-193230001,600,[],[],[]
chr1:193232849-193233449,600,[],[],[]
chr1:193431371-193431971,600,[],[],[]
chr1:205637628-205638228,600,[],[],[]
chr1:205639128-205639728,600,[],[],[]
chr1:205639528-205640128,600,[],[],[]
chr1:205640488-205641088,600,[],[],[]
chr1:205644491-205645091,600,[],[],[]
chr1:207175545-207176145,600,[],[],[]
chr1:207177545-207178145,600,[],[],[]
chr1:207178062-207178662,600,[],[],[]
chr1:207180279-207180879,600,[],[],[]
chr1:224388371-224388971,600,[],[],[]
chr1:224645102-224645702,600,[],[],[]
chr1:226914101-226914701,600,[],[],[]
chr1:226914601-226915201,600,[223],[373],[2.26409]
chr1:226917201-226917801,600,[],[],[]
chr1:236652556-236653156,600,[],[],[]
chr1:236653372-236653972,600,[],[],[]
chr1:236654334-236654934,600,[],[],[]
chr10:3334224-3334824,600,[],[],[]
chr10:13764528-13765128,600,[],[],[]
chr10:17485199-17485799,600,[],[],[]
chr10:17486799-17487399,600,[],[],[]
chr10:22722229-22722829,600,[],[],[]
chr10:22725629-22726229,600,[],[],[]
chr10:29718293-29718893,600,[],[],[]
chr10:32258092-32258692,600,[],[],[]
chr10:32260729-32261329,600,[],[],[]
chr10:43339538-43340138,600,[],[],[]
chr10:43896348-43896948,600,[23, 569],[277, 718],[2.07074, 1.99323]
chr10:51542277-51542877,600,[],[],[]
chr10:47092580-47093180,600,[],[],[]
chr10:50649046-50649646,600,[],[],[]
chr10:50653368-50653968,600,[],[],[]
chr10:50654340-50654940,600,[],[],[]
chr10:65363158-65363758,600,[151],[252],[2.30523]
chr10:84924177-84924777,600,[],[],[]
chr10:88965957-88966557,600,[],[],[]
chr10:88970858-88971458,600,[],[],[]
chr10:88973057-88973657,600,[],[],[]
chr10:88975153-88975753,600,[],[],[]
chr10:104273688-104274288,600,[335],[232],[2.19531]
chr10:118650024-118650624,600,[],[],[]
chr10:121251912-121252512,600,[],[],[]
chr10:121253512-121254112,600,[],[],[]
chr10:121254363-121254963,600,[],[],[]
chr10:123907390-123907990,600,[-164],[369],[3.37315]
chr10:123911415-123912015,600,[],[],[]
chr10:123913439-123914039,600,[],[],[]
chr10:134223110-134223710,600,[],[],[]
chr10:134388182-134388782,600,[],[],[]
chr10:135224660-135225260,600,[258],[2918],[7.01615]
chr11:514489-515089,600,[270],[771],[3.37315]
chr11:11930660-11931260,600,[],[],[]
chr11:14669646-14670246,600,[],[],[]
chr11:14670246-14670846,600,[],[],[]
chr11:17364749-17365349,600,[],[],[]
chr11:34685953-34686553,600,[],[],[]
chr11:43887384-43887984,600,[],[],[]
chr11:43889750-43890350,600,[],[],[]
chr11:58803291-58803891,600,[],[],[]
chr11:58804164-58804764,600,[],[],[]
