chr1:12670468-12671068,600,[356],[1431],[5.42648]
chr1:12672870-12673470,600,[274],[787],[2.78645]
chr1:29506212-29506812,600,[120],[889],[2.71827]
chr1:33969673-33970273,600,[],[],[]
chr1:43605663-43606263,600,[],[],[]
chr1:45861872-45862472,600,[],[],[]
chr1:46888267-46888867,600,[],[],[]
chr1:52437073-52437673,600,[],[],[]
chr1:56957652-56958252,600,[-265],[368],[2.58516]
chr1:59286114-59286714,600,[],[],[]
chr1:66809383-66809983,600,[],[],[]
chr1:66810683-66811283,600,[],[],[]
chr1:68561716-68562316,600,[],[],[]
chr1:94247355-94247955,600,[],[],[]
chr1:100172056-100172656,600,[],[],[]
chr1:109078671-109079271,600,[],[],[]
chr1:109082887-109083487,600,[],[],[]
chr1:114053268-114053868,600,[60],[419],[2.01407]
chr1:114236990-114237590,600,[-541, 782],[550, 1777],[2.95203, 2.83001]
chr1:115108048-115108648,600,[-864, 356],[1571, 407],[2.6619, 2.94568]
chr1:118383870-118384470,600,[],[],[]
chr1:119703932-119704532,600,[],[],[]
chr1:119705464-119706064,600,[468],[407],[2.96837]
chr1:144596360-144596960,600,[],[],[]
chr1:144605893-144606493,600,[],[],[]
chr1:144606815-144607415,600,[],[],[]
chr1:144608165-144608765,600,[],[],[]
chr1:144931662-144932262,600,[],[],[]
chr1:144936233-144936833,600,[],[],[]
chr1:16924565-16925165,600,[],[],[]
chr1:149679004-149679604,600,[],[],[]
chr1:149681800-149682400,600,[],[],[]
chr1:21769169-21769769,600,[],[],[]
chr15:75869582-75870182,600,[],[],[]
chr1:145008795-145009395,600,[],[],[]
chr1:145006558-145007158,600,[],[],[]
chr1:145005297-145005897,600,[],[],[]
chr1:150609954-150610554,600,[],[],[]
chr1:155542315-155542915,600,[],[],[]
chr1:160962226-160962826,600,[],[],[]
chr1:167143090-167143690,600,[],[],[]
chr1:193087192-193087792,600,[],[],[]
chr1:193231778-193232378,600,[],[],[]
chr1:193232401-193233001,600,[],[],[]
chr1:193235849-193236449,600,[],[],[]
chr1:193434371-193434971,600,[],[],[]
chr1:205640628-205641228,600,[],[],[]
chr1:205642128-205642728,600,[],[],[]
chr1:205642528-205643128,600,[145],[250],[1.99032]
chr1:205643488-205644088,600,[],[],[]
chr1:205647491-205648091,600,[],[],[]
chr1:207178545-207179145,600,[],[],[]
chr1:207180545-207181145,600,[],[],[]
chr1:207181062-207181662,600,[374],[401],[2.20773]
chr1:207183279-207183879,600,[],[],[]
chr1:224391371-224391971,600,[],[],[]
chr1:224648102-224648702,600,[],[],[]
chr1:226917101-226917701,600,[],[],[]
chr1:226917601-226918201,600,[324],[765],[1.45882]
chr1:226920201-226920801,600,[160],[435],[2.45402]
chr1:236655556-236656156,600,[],[],[]
chr1:236656372-236656972,600,[],[],[]
chr1:236657334-236657934,600,[],[],[]
chr10:3337224-3337824,600,[],[],[]
chr10:13767528-13768128,600,[],[],[]
chr10:17488199-17488799,600,[],[],[]
chr10:17489799-17490399,600,[],[],[]
chr10:22725229-22725829,600,[],[],[]
chr10:22728629-22729229,600,[],[],[]
