chr1:12671068-12671668,600,[-244],[1431],[5.42648]
chr1:12673470-12674070,600,[-326],[787],[2.78645]
chr1:29506812-29507412,600,[-480],[889],[2.71827]
chr1:33970273-33970873,600,[],[],[]
chr1:43606263-43606863,600,[],[],[]
chr1:45862472-45863072,600,[],[],[]
chr1:46888867-46889467,600,[],[],[]
chr1:52437673-52438273,600,[],[],[]
chr1:56958252-56958852,600,[],[],[]
chr1:59286714-59287314,600,[],[],[]
chr1:66809983-66810583,600,[],[],[]
chr1:66811283-66811883,600,[],[],[]
chr1:68562316-68562916,600,[],[],[]
chr1:94247955-94248555,600,[],[],[]
chr1:100172656-100173256,600,[505],[602],[1.85375]
chr1:109079271-109079871,600,[],[],[]
chr1:109083487-109084087,600,[],[],[]
chr1:114053868-114054468,600,[284],[388],[1.89698]
chr1:114237590-114238190,600,[182],[1777],[2.83001]
chr1:115108648-115109248,600,[-244, 285],[407, 180],[2.94568, 3.1033]
chr1:118384470-118385070,600,[],[],[]
chr1:119704532-119705132,600,[],[],[]
chr1:119706064-119706664,600,[-132],[407],[2.96837]
chr1:144596960-144597560,600,[],[],[]
chr1:144606493-144607093,600,[],[],[]
chr1:144607415-144608015,600,[],[],[]
chr1:144608765-144609365,600,[],[],[]
chr1:144932262-144932862,600,[],[],[]
chr1:144936833-144937433,600,[],[],[]
chr1:16925165-16925765,600,[],[],[]
chr1:149679604-149680204,600,[],[],[]
chr1:149682400-149683000,600,[],[],[]
chr1:21769769-21770369,600,[],[],[]
chr15:75870182-75870782,600,[],[],[]
chr1:145009395-145009995,600,[],[],[]
chr1:145007158-145007758,600,[],[],[]
chr1:145005897-145006497,600,[],[],[]
chr1:150610554-150611154,600,[],[],[]
chr1:155542915-155543515,600,[],[],[]
chr1:160962826-160963426,600,[],[],[]
chr1:167143690-167144290,600,[],[],[]
chr1:193087792-193088392,600,[],[],[]
chr1:193232378-193232978,600,[],[],[]
chr1:193233001-193233601,600,[],[],[]
chr1:193236449-193237049,600,[],[],[]
chr1:193434971-193435571,600,[],[],[]
chr1:205641228-205641828,600,[],[],[]
chr1:205642728-205643328,600,[-55],[250],[1.99032]
chr1:205643128-205643728,600,[],[],[]
chr1:205644088-205644688,600,[],[],[]
chr1:205648091-205648691,600,[],[],[]
chr1:207179145-207179745,600,[],[],[]
chr1:207181145-207181745,600,[291],[401],[2.20773]
chr1:207181662-207182262,600,[-226],[401],[2.20773]
chr1:207183879-207184479,600,[],[],[]
chr1:224391971-224392571,600,[],[],[]
chr1:224648702-224649302,600,[92],[333],[3.53528]
chr1:226917701-226918301,600,[224],[765],[1.45882]
chr1:226918201-226918801,600,[-276],[765],[1.45882]
chr1:226920801-226921401,600,[-440],[435],[2.45402]
chr1:236656156-236656756,600,[],[],[]
chr1:236656972-236657572,600,[],[],[]
chr1:236657934-236658534,600,[],[],[]
chr10:3337824-3338424,600,[],[],[]
chr10:13768128-13768728,600,[],[],[]
chr10:17488799-17489399,600,[],[],[]
