chr2:102728428-102729728,1300,[-673],[545],[3.03287]
chr2:103106952-103108252,1300,[],[],[]
chr2:128652013-128653313,1300,[],[],[]
chr2:158253713-158255013,1300,[],[],[]
chr2:160098558-160099858,1300,[],[],[]
chr2:160100810-160102110,1300,[],[],[]
chr2:172621967-172623267,1300,[],[],[]
chr2:173317071-173318371,1300,[-115],[267],[2.50182]
chr2:187391817-187393117,1300,[],[],[]
chr2:191814975-191816275,1300,[],[],[]
chr2:201290540-201291840,1300,[],[],[]
chr2:20409948-20411248,1300,[852],[13880],[13.38991]
chr2:20755118-20756418,1300,[],[],[]
chr2:207982018-207983318,1300,[],[],[]
chr2:237483698-237484998,1300,[2227],[4703],[6.62991]
chr2:23902787-23904087,1300,[],[],[]
chr2:238017623-238018923,1300,[],[],[]
chr2:238695104-238696404,1300,[],[],[]
chr2:238701310-238702610,1300,[],[],[]
chr2:238810685-238811985,1300,[-634],[2258],[4.95934]
chr2:238811664-238812964,1300,[-1613, 1399],[2258, 3285],[4.95934, 9.94898]
chr2:240754361-240755661,1300,[],[],[]
chr2:24325074-24326374,1300,[],[],[]
chr2:242703300-242704600,1300,[-1358],[1762],[3.02249]
chr2:242704207-242705507,1300,[],[],[]
chr2:242704491-242705791,1300,[],[],[]
chr2:28654595-28655895,1300,[],[],[]
chr2:39341655-39342955,1300,[],[],[]
chr2:40767850-40769150,1300,[],[],[]
chr2:42567984-42569284,1300,[],[],[]
chr2:44578394-44579694,1300,[-350],[1943],[4.90962]
chr2:46826289-46827589,1300,[],[],[]
chr2:46858236-46859536,1300,[],[],[]
chr2:54330982-54332282,1300,[],[],[]
chr2:62386962-62388262,1300,[],[],[]
chr2:65329362-65330662,1300,[-81],[245],[2.29532]
chr2:66806109-66807409,1300,[-973],[11675],[18.3516]
chr2:69889131-69890431,1300,[],[],[]
chr2:72395865-72397165,1300,[],[],[]
chr2:74931342-74932642,1300,[],[],[]
chr2:74940158-74941458,1300,[],[],[]
chr2:91756272-91757572,1300,[],[],[]
chr2:95704903-95706203,1300,[1808],[2376],[7.86019]
chr2:91763058-91764358,1300,[],[],[]
