chr2:102727328-102727628,300,[-43],[472],[3.75146]
chr2:103105852-103106152,300,[],[],[]
chr2:128650913-128651213,300,[],[],[]
chr2:158252613-158252913,300,[],[],[]
chr2:160097458-160097758,300,[],[],[]
chr2:160099710-160100010,300,[],[],[]
chr2:172620867-172621167,300,[],[],[]
chr2:173315971-173316271,300,[],[],[]
chr2:187390717-187391017,300,[],[],[]
chr2:191813875-191814175,300,[],[],[]
chr2:201289440-201289740,300,[],[],[]
chr2:20408848-20409148,300,[-32],[393],[2.76715]
chr2:20754018-20754318,300,[],[],[]
chr2:207980918-207981218,300,[],[],[]
chr2:237482598-237482898,300,[],[],[]
chr2:23901687-23901987,300,[],[],[]
chr2:238016523-238016823,300,[],[],[]
chr2:238694004-238694304,300,[],[],[]
chr2:238700210-238700510,300,[],[],[]
chr2:238809585-238809885,300,[85],[230],[3.23047]
chr2:238810564-238810864,300,[],[],[]
chr2:240753261-240753561,300,[-50],[239],[4.19387]
chr2:24323974-24324274,300,[],[],[]
chr2:242702200-242702500,300,[],[],[]
chr2:242703107-242703407,300,[],[],[]
chr2:242703391-242703691,300,[],[],[]
chr2:28653495-28653795,300,[-21],[180],[4.04003]
chr2:39340555-39340855,300,[],[],[]
chr2:40766750-40767050,300,[],[],[]
chr2:42566884-42567184,300,[42],[213],[4.25039]
chr2:44577294-44577594,300,[],[],[]
chr2:46825189-46825489,300,[],[],[]
chr2:46857136-46857436,300,[],[],[]
chr2:54329882-54330182,300,[],[],[]
chr2:62385862-62386162,300,[],[],[]
chr2:65328262-65328562,300,[],[],[]
chr2:66805009-66805309,300,[-212, 264],[327, 336],[3.34393, 3.73213]
chr2:69888031-69888331,300,[],[],[]
chr2:72394765-72395065,300,[],[],[]
chr2:74930242-74930542,300,[],[],[]
chr2:74939058-74939358,300,[],[],[]
chr2:91755172-91755472,300,[],[],[]
chr2:95703803-95704103,300,[],[],[]
chr2:91761958-91762258,300,[],[],[]
chr2:91762023-91762323,300,[],[],[]
chr2:3509346-3509646,300,[188],[153],[2.79608]
chr2:11326975-11327275,300,[],[],[]
chr2:11327775-11328075,300,[],[],[]
chr2:13662987-13663287,300,[],[],[]
chr2:14813285-14813585,300,[],[],[]
chr2:15312629-15312929,300,[],[],[]
chr2:20407910-20408210,300,[-294],[528],[5.19432]
chr2:20412520-20412820,300,[-157],[366],[5.20517]
chr2:20414744-20415044,300,[231],[803],[3.73213]
chr2:20417120-20417420,300,[-17],[150],[2.55429]
chr2:20472615-20472915,300,[],[],[]
chr2:20801422-20801722,300,[],[],[]
chr2:20810809-20811109,300,[-39],[259],[2.34143]
chr2:20812609-20812909,300,[],[],[]
chr2:23935119-23935419,300,[],[],[]
