chr2:102727628-102727928,300,[-343],[472],[3.75146]
chr2:103106152-103106452,300,[],[],[]
chr2:128651213-128651513,300,[],[],[]
chr2:158252913-158253213,300,[],[],[]
chr2:160097758-160098058,300,[],[],[]
chr2:160100010-160100310,300,[],[],[]
chr2:172621167-172621467,300,[],[],[]
chr2:173316271-173316571,300,[86],[229],[3.71902]
chr2:187391017-187391317,300,[],[],[]
chr2:191814175-191814475,300,[],[],[]
chr2:201289740-201290040,300,[],[],[]
chr2:20409148-20409448,300,[-332, 37],[393, 260],[2.76715, 3.12898]
chr2:20754318-20754618,300,[],[],[]
chr2:207981218-207981518,300,[],[],[]
chr2:237482898-237483198,300,[],[],[]
chr2:23901987-23902287,300,[],[],[]
chr2:238016823-238017123,300,[],[],[]
chr2:238694304-238694604,300,[],[],[]
chr2:238700510-238700810,300,[26],[150],[3.51001]
chr2:238809885-238810185,300,[-215],[230],[3.23047]
chr2:238810864-238811164,300,[],[],[]
chr2:240753561-240753861,300,[],[],[]
chr2:24324274-24324574,300,[],[],[]
chr2:242702500-242702800,300,[],[],[]
chr2:242703407-242703707,300,[],[],[]
chr2:242703691-242703991,300,[],[],[]
chr2:28653795-28654095,300,[],[],[]
chr2:39340855-39341155,300,[],[],[]
chr2:40767050-40767350,300,[],[],[]
chr2:42567184-42567484,300,[],[],[]
chr2:44577594-44577894,300,[],[],[]
chr2:46825489-46825789,300,[],[],[]
chr2:46857436-46857736,300,[],[],[]
chr2:54330182-54330482,300,[],[],[]
chr2:62386162-62386462,300,[],[],[]
chr2:65328562-65328862,300,[],[],[]
chr2:66805309-66805609,300,[-36],[336],[3.73213]
chr2:69888331-69888631,300,[],[],[]
chr2:72395065-72395365,300,[],[],[]
chr2:74930542-74930842,300,[],[],[]
chr2:74939358-74939658,300,[],[],[]
chr2:91755472-91755772,300,[],[],[]
chr2:95704103-95704403,300,[],[],[]
chr2:91762258-91762558,300,[],[],[]
chr2:91762323-91762623,300,[],[],[]
chr2:3509646-3509946,300,[-112, 231],[153, 181],[2.79608, 3.45827]
chr2:11327275-11327575,300,[],[],[]
chr2:11328075-11328375,300,[],[],[]
chr2:13663287-13663587,300,[],[],[]
chr2:14813585-14813885,300,[],[],[]
chr2:15312929-15313229,300,[],[],[]
chr2:20408210-20408510,300,[],[],[]
chr2:20412820-20413120,300,[184],[543],[5.66072]
chr2:20415044-20415344,300,[-69],[803],[3.73213]
chr2:20417420-20417720,300,[137],[439],[3.19286]
chr2:20472915-20473215,300,[],[],[]
chr2:20801722-20802022,300,[],[],[]
chr2:20811109-20811409,300,[290],[391],[4.34802]
chr2:20812909-20813209,300,[383],[493],[4.66698]
chr2:23935419-23935719,300,[],[],[]
chr2:26284428-26284728,300,[],[],[]
chr2:26287839-26288139,300,[],[],[]
chr2:26291518-26291818,300,[],[],[]
chr2:28542417-28542717,300,[-151],[812],[5.3891]
chr2:28544316-28544616,300,[],[],[]
chr2:28546026-28546326,300,[],[],[]
chr2:28556716-28557016,300,[],[],[]
chr2:29175294-29175594,300,[-227],[178],[4.50435]
chr2:30824289-30824589,300,[],[],[]
chr2:31004892-31005192,300,[],[],[]
chr2:32062418-32062718,300,[],[],[]
chr2:33141341-33141641,300,[],[],[]
chr2:36768197-36768497,300,[],[],[]
chr2:38414991-38415291,300,[],[],[]
chr2:39706897-39707197,300,[],[],[]
chr2:39708890-39709190,300,[],[],[]
chr2:39711490-39711790,300,[-186],[266],[3.03236]
chr2:39712090-39712390,300,[],[],[]
chr2:39713290-39713590,300,[],[],[]
chr2:39715290-39715590,300,[],[],[]
chr2:39719390-39719690,300,[],[],[]
chr2:39722090-39722390,300,[-126],[157],[3.17431]
chr2:39724593-39724893,300,[],[],[]
chr2:39727790-39728090,300,[],[],[]
chr2:42568429-42568729,300,[-7],[276],[3.97957]
chr2:42569589-42569889,300,[-44, 435],[150, 651],[2.76715, 5.64573]
chr2:43295087-43295387,300,[],[],[]
chr2:44578389-44578689,300,[],[],[]
chr2:46529088-46529388,300,[],[],[]
chr2:46579088-46579388,300,[],[],[]
chr2:46859542-46859842,300,[],[],[]
chr2:46862127-46862427,300,[85],[174],[2.94654]
chr2:46869976-46870276,300,[],[],[]
chr2:46870705-46871005,300,[],[],[]
chr2:46871142-46871442,300,[],[],[]
chr2:46880692-46880992,300,[],[],[]
chr2:46883187-46883487,300,[],[],[]
chr2:46884089-46884389,300,[-121],[187],[2.35039]
chr2:48814837-48815137,300,[],[],[]
chr2:48832961-48833261,300,[],[],[]
chr2:54329388-54329688,300,[],[],[]
chr2:54330887-54331187,300,[104],[305],[7.13624]
chr2:54334186-54334486,300,[],[],[]
chr2:56184363-56184663,300,[],[],[]
chr2:56185607-56185907,300,[-328],[550],[3.35379]
chr2:62369211-62369511,300,[],[],[]
chr2:62379167-62379467,300,[],[],[]
chr2:63780243-63780543,300,[],[],[]
chr2:66782881-66783181,300,[],[],[]
chr2:66806081-66806381,300,[],[],[]
chr2:69163597-69163897,300,[],[],[]
chr2:69164186-69164486,300,[],[],[]
chr2:69164860-69165160,300,[],[],[]
chr2:69981882-69982182,300,[],[],[]
chr2:69989982-69990282,300,[-166],[297],[3.28747]
chr2:69991681-69991981,300,[-222],[188],[4.66014]
chr2:69998182-69998482,300,[],[],[]
chr2:70154254-70154554,300,[],[],[]
chr2:70496764-70497064,300,[],[],[]
chr2:71310879-71311179,300,[],[],[]
chr2:71612257-71612557,300,[],[],[]
chr2:73973786-73974086,300,[],[],[]
chr2:73982374-73982674,300,[],[],[]
chr2:74917755-74918055,300,[],[],[]
chr2:74936033-74936333,300,[],[],[]
chr2:75503991-75504291,300,[],[],[]
chr2:85610389-85610689,300,[],[],[]
chr2:85995646-85995946,300,[-122],[738],[3.84936]
chr2:86019673-86019973,300,[-179],[318],[3.61178]
chr2:86725981-86726281,300,[],[],[]
chr2:86783720-86784020,300,[140],[196],[3.75146]
chr2:88062489-88062789,300,[],[],[]
chr2:88063168-88063468,300,[],[],[]
chr2:88064720-88065020,300,[],[],[]
